,username,TwitterID,DateTime,content,likes,retweet,replies,image,articleImage,video
19,MayoClinic,916420305186369536,2:50 PM - 6 Oct 2017,High #BloodPressure in early midlife associated with later #dementia risk. http://bit.ly/2fRF38U  via @medpagetoday,21,16,0,,https://t.co/OHPi3EqrCo,
20,MayoClinic,916410235924959234,2:10 PM - 6 Oct 2017,New technology designed to help protect their #cancer patients' hair from falling out. http://bit.ly/2yM47FO  via @FCN2go,35,27,1,,https://t.co/CM4KOyyePX,
21,MayoClinic,916398913917157377,1:25 PM - 6 Oct 2017,Midlife Crisis: Why (and How) it's hitting #GenX women. http://bit.ly/2fQo078  via @oprah,21,16,0,,https://t.co/qyeSq0i6V3,
22,MayoClinic,916390857154076672,12:53 PM - 6 Oct 2017,"Mayo Clinic donates $250,000 to help disaster victims in Puerto Rico, Mexico http://bit.ly/2yKZJ9Z  via @KTTCTV #HurricaneMaria",100,26,0,,https://t.co/uWpLvRtJmQ,
23,MayoClinic,916354876246052869,10:30 AM - 6 Oct 2017,Ever wondered what to do to help you get to #sleep? Discuss with others on Mayo Clinic Connect's Sleep Health Group. http://mayocl.in/2k3hTBr pic.twitter.com/XAWDHPwxdO,18,13,1,https://pbs.twimg.com/media/DLeL5xeX4AMkHdO.jpg,,
24,MayoClinic,916346311808638979,9:56 AM - 6 Oct 2017,A man moves his paralyzed legs again using a device that stimulates the spinal cord. http://mayocl.in/2yKSv5G  @MayoProceedings,101,62,1,,https://t.co/t09tZw5UpB,
25,MayoClinic,916317131008069632,8:00 AM - 6 Oct 2017,Surgery frees Ross Wasdin to be an active father once again. http://mayocl.in/2fIHiLr pic.twitter.com/i9IJFRSSZh,12,2,0,https://pbs.twimg.com/media/DLdpkq2WkAUFH1c.jpg,,
26,MayoClinic,916302026606284800,7:00 AM - 6 Oct 2017,"Discover the latest individual approaches to medication, neurological conditions and gut health at #CIMCON17.http://mayocl.in/2fGF6V0",9,9,0,,https://t.co/VMctzLpGNV,
27,shayla__love,915759545007386624,7:04 PM - 4 Oct 2017,The happy faces of science journalists when they get to observe surgeries @MayoClinic and realize how comfortable scrubs are #MayoJR17pic.twitter.com/a3E5DnRPZK,30,10,0,https://pbs.twimg.com/media/DLVucb4UMAABr37.jpg,,
28,MayoClinic,916291426971017216,6:17 AM - 6 Oct 2017,"This weekend on #MayoClinicRadio, we'll preview the Individualizing Medicine Conference, hosted by @MayoClinicCIM. http://mayocl.in/2fQHOqN pic.twitter.com/jH5PcNZH7X",12,8,2,https://pbs.twimg.com/media/DLdSMlNUEAA8LSs.jpg,,
29,MayoClinic,916287175188254726,6:01 AM - 6 Oct 2017,"Switch up your usual chicken routine and pick up some shrimp. For #healthyrecipes, download the Mayo Clinic app. http://mayocl.in/2pjQr4h pic.twitter.com/mMZ0YVQhjh",54,19,0,,,"['PlayableMedia', 'PlayableMedia--video']"
30,MayoClinic,916127117913583618,7:25 PM - 5 Oct 2017,7 things I wish people understood about #OCD. Read to learn more about those dealing with OCD. http://bit.ly/2fNkCtP  via @BuzzFeed,46,24,0,,https://t.co/pY74JJPsyG,
31,MayoClinic,916096572575879168,5:23 PM - 5 Oct 2017,#WomensWellness: Reduce health risks from early removal of #ovaries.   http://mayocl.in/2fOQNsM  @WHMayoClinicpic.twitter.com/SahZpihKGT,11,9,3,https://pbs.twimg.com/media/DLag-iDXkAEFqQ1.jpg,,
32,MayoClinicHS,916003558524252161,11:14 AM - 5 Oct 2017,"Linda Bure's knee replacement gave her newfound energy. As her preschool students would say, ""It's like magic."" http://mayocl.in/2yJ69GA pic.twitter.com/V6jB4s9uWu",10,6,0,https://pbs.twimg.com/media/DLZMYZdVYAEQOA5.jpg,,
33,MayoClinic,916079304299118593,4:15 PM - 5 Oct 2017,Mayo Clinic announces a transatlantic partnership with the University of Oxford.  http://bit.ly/2yKlxCC  via @KTTCTV,41,10,1,,https://t.co/4y63vgJZc3,
34,MayoClinic,916070661877043200,3:40 PM - 5 Oct 2017,"#MayoClinicMinute: Cause, remedies for #thumb #arthritis. http://mayocl.in/2yLBOHg pic.twitter.com/TN5s60epmF",75,66,2,,,"['PlayableMedia', 'PlayableMedia--video']"
35,MayoClinic,916062948682096641,3:10 PM - 5 Oct 2017,An algorithmic approach to clinical decision support has standardized phone-based nurse triage. http://bit.ly/2fNeGRj  via @HITAnalytics,9,10,0,,https://t.co/rN4RDwq0zY,
36,MayoClinic,916050874006495233,2:22 PM - 5 Oct 2017,Learn about the financial toxicity of #cancer care on the #MayoClinicRadio podcast. http://mayocl.in/2fK2MaR pic.twitter.com/vNHW1ru4Za,9,9,0,https://pbs.twimg.com/media/DLZ3agzW4AAmCxf.jpg,,
37,MayoClinic,916045279920558080,1:59 PM - 5 Oct 2017,Making #MayosRecipes: #Shrimp can save your weeknight dinners! http://mayocl.in/2fNyJz5 pic.twitter.com/Dnv6prf7LF,14,6,0,https://pbs.twimg.com/media/DLZyU6wWAAA0iO4.jpg,,
38,MayoClinic,916036530094841856,1:25 PM - 5 Oct 2017,#HomeRemedies: Learn tips on how to treat ‘stomach #flu. http://mayocl.in/2yIi081 pic.twitter.com/FEbmcvqJJA,22,13,0,https://pbs.twimg.com/media/DLZqXjiXoAAg4W0.jpg,,
39,MayoClinic,916016393883074561,12:05 PM - 5 Oct 2017,New SE Minnesota Angel Fund breaks million-dollar mark. http://bit.ly/2fMtWhl  via @TCBmag,9,3,0,,https://t.co/MJXWHsOSQU,
40,MayoClinic,916003810333593602,11:15 AM - 5 Oct 2017,Lego ICU built for dad is more than just child's play. http://mayocl.in/2yEF87i pic.twitter.com/6wUqjVNgD5,70,20,2,https://pbs.twimg.com/media/DLZMnDNXoAU7LBW.jpg,,
41,MayoClinic,915947182368411648,7:30 AM - 5 Oct 2017,Did you know as many as 1 in 100 women live with a #BleedingDisorder? The most common is #vonWillebrand. Learn more.http://mayocl.in/2gbHpQG,17,13,0,,https://t.co/43ZeX93gob,
42,MayoClinic,915909439999365120,5:00 AM - 5 Oct 2017,"“If we excel in anything, it is in our capacity for translating idealism into action.” — Charles H. Mayo, M.D. http://mayocl.in/2fI5o9m pic.twitter.com/tws3vspRlZ",42,32,0,https://pbs.twimg.com/media/DLX2x_WWsAAbxKZ.jpg,,
43,MayoClinic,915764137086586880,7:22 PM - 4 Oct 2017,‘Why do I need to see a medical #oncologist?’ http://mayocl.in/2yIwKUj  #BreastCancerAwarenesspic.twitter.com/KWWEnjvzsq,9,11,0,https://pbs.twimg.com/media/DLVyoOuWAAEiU_J.jpg,,
44,MayoClinic,915760956336197633,7:10 PM - 4 Oct 2017,"On Tuesday, @RochesterCTC hosted the 13th annual Mayo Clinic Healthcare Career Fair. http://bit.ly/2fMiToD  via @ABC6NEWS",12,6,0,,https://t.co/Cdum44lOJi,
45,MayoClinic,915744596918984704,6:05 PM - 4 Oct 2017,Five signs of prescription drug abuse. http://bit.ly/2yIdO8b  via @StarTribune #OpioidEpidemic,29,38,0,,https://t.co/AA9J9X1aHg,
46,MayoClinic,915735719217385473,5:29 PM - 4 Oct 2017,#MayoClinicMinute: 3 things to know about home #genetictesting. http://mayocl.in/2fKZC6Z pic.twitter.com/dbrig9p4wt,15,10,0,,,"['PlayableMedia', 'PlayableMedia--video']"
47,MayoClinic,915717673249583105,4:18 PM - 4 Oct 2017,The Mayo Clinic #Heart rhythm experience. http://bit.ly/2fQJwfx  via @hmbreview,7,4,0,,,
48,MayoClinic,915699298523844610,3:05 PM - 4 Oct 2017,Mayo Clinic is once again recognizing the power of diversity at the 2017 Supplier Diversity Summit. http://bit.ly/2fJAygn  via @ABC6NEWS,18,11,2,,https://t.co/CCm0DZ3Stu,
49,MayoClinic,915675395759931392,1:30 PM - 4 Oct 2017,Dr. Curtis Hanson discusses the role of lab testing in pursuit of value-based care. http://bit.ly/2fMe2np  via @HCA_News @mayocliniclabs,14,9,0,,https://t.co/uCWf8qWDR7,
50,GabyNashITV,915661162745868288,12:33 PM - 4 Oct 2017,"Fascinating talk @AdilHaiderMD on different surgical outcomes in USA between white, black & Hispanic #healthcare #mayoJR17",10,4,1,,,
51,SharonTheimer,915650643787943936,11:51 AM - 4 Oct 2017,There are significant differences in #surgical outcomes in the US depending on your demographics: @BrighamWomens @AdilHaiderMD #MayoJR17pic.twitter.com/Jsxtugi55L,27,13,2,https://pbs.twimg.com/media/DLULX6wW4AYasIA.jpg,,
52,MayoClinic,915667855068286976,1:00 PM - 4 Oct 2017,Understanding your motion can help you correct your #running techniques and maximize your results. http://mayocl.in/2yHG0rz pic.twitter.com/Uc5LJknLGn,34,31,1,https://pbs.twimg.com/media/DLUbD6RW4AUkfLP.jpg,,
53,MayoClinic,915650991604846592,11:53 AM - 4 Oct 2017,Make 5X the impact during our $1 million matching challenge. Donate by 10/25 to fund #braincancer research! http://mayocl.in/2yp2Gwz pic.twitter.com/oewmtHFQ4J,14,12,1,https://pbs.twimg.com/media/DLULuToU8AAzKaJ.jpg,,
54,MayoClinic,915638150667624449,11:02 AM - 4 Oct 2017,"A MN-based company, Jostens, is displaying 33 super bowl rings at #MayoClinicMN this week. http://bit.ly/2yHIPZY  via @ABC6NEWS @JohnWaldMD",7,1,0,,https://t.co/yDRaHwoZoe,
55,SharonTheimer,915633119709089797,10:42 AM - 4 Oct 2017,"Organ #transplant: Who gives, who gets, and how do we decide? @MayoClinic surgeon Dr Charles Rosen explains #MayoJR17pic.twitter.com/tvGLNt9xtC",13,9,1,https://pbs.twimg.com/media/DLT7b3bW4AAqFgV.jpg,,
56,MayoClinic,915628079283830784,10:22 AM - 4 Oct 2017,"#SCAD a condition that involves a tear in an artery, causes 40% of #HeartAttacks in women. http://bit.ly/2fK6uBs  via @readersdigest",36,34,0,,https://t.co/JY8tDlFETc,
57,MayoClinic,915621288110170118,9:55 AM - 4 Oct 2017,A young patient is given the rock star treatment in fight against #cancer. http://mayocl.in/2yFtIjI pic.twitter.com/CwNzTlCW9w,20,10,0,https://pbs.twimg.com/media/DLTwtVkW4AI1vgR.jpg,,
58,MayoClinic,915610467078426625,9:12 AM - 4 Oct 2017,"Mayo Transform 2017: What matters most to patients?
http://bit.ly/2fKe8Mb  via @hhnmag @MayoInnovation #TXFM",5,3,0,,https://t.co/HgyipZDHAg,
59,MayoClinic,915602918950232064,8:42 AM - 4 Oct 2017,Risks and recommendations for #WeightGain management in midlife women. http://bit.ly/2fJp5gP  via @ScienceDaily,11,14,1,,https://t.co/OVHFBcbnKE,
60,MayoClinic,915594862661169152,8:10 AM - 4 Oct 2017,Should you keep working until #labor? Learn more from Dr. Yvonne Butler Tobah. http://bit.ly/2fKtKiI  via @Moneyish #pregnancy,10,5,1,,https://t.co/vrhfWernea,
61,MayoClinicHS,915365859014651904,5:00 PM - 3 Oct 2017,Tips to help ease #anxiety: http://mayocl.in/2yGVgoz pic.twitter.com/HrKasLKau5,26,19,1,https://pbs.twimg.com/media/DLQIZZNWAAI-jp2.jpg,,
62,MayoClinic,915564668051173376,6:10 AM - 4 Oct 2017,"""Mayo Clinic is built on gratitude. Everything we have is a gift. Everything we give is a gift"" -Sister Generose. http://mayocl.in/2yG1xBe pic.twitter.com/XEDm2byr12",59,24,0,https://pbs.twimg.com/media/DLS9NldXcAAPggQ.jpg,,
63,MayoClinic,915555357749063680,5:33 AM - 4 Oct 2017,"On the #MayoClinicRadio podcast, learn how the #measles virus is being used to treat #cancer: http://mayocl.in/2yINydO pic.twitter.com/Kj68RtCN5y",29,15,0,https://pbs.twimg.com/media/DLS0vs_WkAIN3Os.jpg,,
64,MayoClinic,915551828682641414,5:19 AM - 4 Oct 2017,Get the scoop on what’s next at your doctor’s office. #CIMCON17 experts talk precision approaches.http://mayocl.in/2yHtRTR,15,11,0,,https://t.co/136XmMazk6,
65,MayoClinic,915532026622693376,4:00 AM - 4 Oct 2017,"Strengthen your chest from your living room floor. For more #fitness tips, download the Mayo Clinic app. http://mayocl.in/2pjQr4h pic.twitter.com/YF5eUewqXx",98,64,2,,,"['PlayableMedia', 'PlayableMedia--video']"
66,MayoClinic,915404883259469824,7:35 PM - 3 Oct 2017,Questions about handling #bullying at school? @DrBridgetBiggs replies in this #MayoClinicQandA. http://mayocl.in/2fHfG9J pic.twitter.com/5XamWzeiLB,26,24,1,https://pbs.twimg.com/media/DLQr45zVAAA4ZOL.jpg,,
67,MayoClinic,915365855470456832,5:00 PM - 3 Oct 2017,"Learn the latest research on #gut health, DNA sequencing, rare diseases and more. Interview experts at #CIMCON17.http://mayocl.in/2yGIJBC",34,19,0,,https://t.co/FOlenTQVkK,
68,MayoClinic,915331712921554944,2:44 PM - 3 Oct 2017,#MayoClinicMinute: #Lymphedema risk is not just about surgery. http://mayocl.in/2fJKtmq  #breastcancerpic.twitter.com/snAakR1lXq,21,20,0,,,"['PlayableMedia', 'PlayableMedia--video']"
69,parminderdeo,915285690191159296,11:41 AM - 3 Oct 2017,"Personalized Surgery: Putting Lifesaving Devices on the Fast Track w/ expert Gustavo Oderich, MD @MayoClinic #MayoJR17pic.twitter.com/8nJfUQLDvr",12,6,0,https://pbs.twimg.com/media/DLO_dGyXkAAw98S.jpg,,
70,SharonTheimer,915266514818945024,10:25 AM - 3 Oct 2017,"Tech can play important role helping to meet demand for #surgery, prevent errors: @childrenshealth Dr Peter Kim #MayoJR17",6,3,0,,,
71,SharonTheimer,915263546514132992,10:13 AM - 3 Oct 2017,Dr Peter Kim of @childrenshealth explains how artificial intelligence & other tech are transforming #surgery #MayoJR17pic.twitter.com/87fqudna3p,7,3,1,https://pbs.twimg.com/media/DLOrU-sWsAEMofS.jpg,,
72,MayoClinic,915306773736837126,1:05 PM - 3 Oct 2017,#TuesdayTips: 6 ways to check your #running technique. http://mayocl.in/2fIMm2E pic.twitter.com/ajEA3Y94SM,28,25,0,https://pbs.twimg.com/media/DLPSqMGVAAAN_fZ.jpg,,
73,MayoClinic,915280804078596097,11:22 AM - 3 Oct 2017,#InfectiousDiseases A-Z: #Sexuallytransmittedinfections in U.S. at a record high. http://mayocl.in/2fEFa7D pic.twitter.com/IONKDFM5jd,24,26,1,https://pbs.twimg.com/media/DLO7ChaX0AEt_t0.jpg,,
74,MayoClinic,915248839275270144,9:15 AM - 3 Oct 2017,"In case you missed the program, the 9/30 #MayoClinicPodcast is now available. http://mayocl.in/2yELraG pic.twitter.com/WlHbhjrrrT",11,2,0,https://pbs.twimg.com/media/DLOd9_dUEAAtU5n.jpg,,
75,MayoClinic,915231216399511553,8:05 AM - 3 Oct 2017,Dr. Lauren Cornell talks about #BreastCancer awareness. http://bit.ly/2yGyygH  via @wjxt4,17,12,0,,https://t.co/ErHFdkJfj9,
76,MayoClinic,915219899219369984,7:20 AM - 3 Oct 2017,ECH #influenza vaccination program beginning soon – scheduling begins October 4 #MayoClinicMN. http://mayocl.in/2i4Oqp0 pic.twitter.com/b22pMe0E3v,12,3,0,https://pbs.twimg.com/media/DLODpY1VAAELm6F.jpg,,
77,MayoClinic,915209823662346240,6:40 AM - 3 Oct 2017,Prolonged lack of sleep could raise your risk of many health issues including #Alzheimer’s disease. http://bit.ly/2fN63tS  via @SFlReporter,68,62,1,,https://t.co/cgH9kXjunA,
78,MayoClinic,915202723611586560,6:11 AM - 3 Oct 2017,"Mayo Clinic, @UniofOxford & Oxford U. Hospitals NHS Trust to collaborate to improve health care, research, educationhttp://mayocl.in/2yFALZA",38,31,0,,https://t.co/Cz1oWMhlxv,
79,MayoClinic,915184660849799169,5:00 AM - 3 Oct 2017,Mayo Clinic physicians are using #genetic testing for #PrecisionMedicine #cancer care.http://mayocl.in/2xDHvuk,27,19,1,,https://t.co/l0D7KfPsgq,
80,SharonTheimer,914948652904456197,1:22 PM - 2 Oct 2017,@MayoClinic #breastcancer surgeon @DrJudyBoughey explains value of testing tissue for clean margins while pts still in OR #MayoJR17pic.twitter.com/OJLnRsAJ3y,17,7,1,https://pbs.twimg.com/media/DLKMhotWAAE7bjz.jpg,,
81,HCA_News,914943863575457794,1:03 PM - 2 Oct 2017,What must hospital executives consider when it comes to innovation? @claychristensen has a few ideas. http://www.hcanews.com/news/how-hospitals-innovate-incorrectly-according-to-clayton-christensen …pic.twitter.com/hDXVLCKgSh,13,7,1,https://pbs.twimg.com/media/DLKIlqzW0AEnv8Z.jpg,,
82,MayoClinic,915009762244415488,5:25 PM - 2 Oct 2017,"To rein in media use, bring your family together to create a plan everyone can agree on. http://mayocl.in/2fOCozQ pic.twitter.com/7a50CDDC3K",25,12,0,https://pbs.twimg.com/media/DLLEh1HX0AAJdkt.jpg,,
83,MayoClinic,914990881563987968,4:10 PM - 2 Oct 2017,"Does a potential #dementia test come down to whether you can smell a piece of gum?
 http://bit.ly/2yEEk23  via @Newsweek @RonPetersenMD",27,14,2,,https://t.co/ukLOzSTLyl,
84,MayoClinic,914982471401443328,3:36 PM - 2 Oct 2017,#MayoClinicMinute: ‘HALT’ before you grab a #snack.pic.twitter.com/994taC6jAi,141,87,3,,,"['PlayableMedia', 'PlayableMedia--video']"
85,SharonTheimer,914930495150010368,12:10 PM - 2 Oct 2017,Getting up & moving a key step for patients to take to help avoid complications after #surgery: @MayoClinic Dr Robert Cima #MayoJR17pic.twitter.com/uQWcKiMTgc,11,3,0,https://pbs.twimg.com/media/DLJ8bCYWsAAqVor.jpg,,
86,MayoClinic,914949622329696256,1:26 PM - 2 Oct 2017,Do you have #TrigeminalNeuralgia? Meet people like you on Mayo Clinic Connect. Discover your TN support network. http://mayocl.in/2bVAIAl pic.twitter.com/qxi5YsGFHb,10,8,1,https://pbs.twimg.com/media/DLKN1KfWAAARKjC.jpg,,
87,SharonTheimer,914906188990631937,10:33 AM - 2 Oct 2017,"Simulation-based training w/ repetitions, frequent feedback key to surgical education: @Mayoclinic Dr David Farley  #MayoJR17pic.twitter.com/9PtLBiGT7W",13,3,0,https://pbs.twimg.com/media/DLJmIwBV4AAAcYR.jpg,,
88,ossolalex,914895186953633792,9:49 AM - 2 Oct 2017,Anesthesiologist David Warner: More than one anesthetic before age 3 doubles risk of learning disability or ADHD #MayoJR17 @MayoClinic,33,26,2,,,
89,katherineefoley,914887833671913474,9:20 AM - 2 Oct 2017,"Got to feel the strength of the magnet in an MRI 60,000x stronger than Earths magnetic field with steel attached to a tether #MayoJR17",9,4,0,,,
90,GabyNashITV,914889188675334144,9:25 AM - 2 Oct 2017,Checking out some of the latest imaging techniques @MayoClinic #MayoJR17pic.twitter.com/FL2nC6aUGX,4,2,0,https://pbs.twimg.com/media/DLJW3SNW0AA3d4s.jpg,,
91,SharonTheimer,914888786458406913,9:24 AM - 2 Oct 2017,"#Surgery often 1st time #opioids land in med cabinet - many ppl take even after surgical pain ends, @MayoClinic Dr David Warner #MayoJR17pic.twitter.com/LEdaKxfMTW",12,8,1,https://pbs.twimg.com/media/DLJWdCGVYAEjI2-.jpg,,
92,MayoClinic,914899030639079430,10:05 AM - 2 Oct 2017,#WeightGain in midsection can creep up in midlife menopausal women & @WHMayoClinic researchers have recommendations.http://mayocl.in/2yD9wi9,16,9,0,,https://t.co/b4hRcORI0e,
93,SharonTheimer,914850990037389313,6:54 AM - 2 Oct 2017,@MayoClinic fetal surgeon Dr. Ruano & interventional radiologist Dr Callstrom discuss #surgery from before birth to late life #MayoJR17pic.twitter.com/F42wZZJ83h,6,4,0,https://pbs.twimg.com/media/DLIzvLFU8AICM47.jpg,,
94,MayoClinic,914861285053009920,7:35 AM - 2 Oct 2017,pic.twitter.com/gH1U0fdDIV,381,144,2,https://pbs.twimg.com/media/DLI9fUfWsAET3qY.jpg,,
95,MayoClinic,914853905502220289,7:05 AM - 2 Oct 2017,"10 simple strategies for managing cancer-related stress. For more healthy living tips, download the Mayo Clinic app. http://mayocl.in/2pjQr4h pic.twitter.com/xBrZycPFkb",26,37,0,,,"['PlayableMedia', 'PlayableMedia--video']"
96,MayoClinicKids,914820261135994880,4:52 AM - 2 Oct 2017,October is National Down Syndrome Awareness Month. What exactly is Down Syndrome? http://www.mayoclinic.org/diseases-conditions/down-syndrome/basics/definition/con-20020948 … #DownSyndromeAwarenesspic.twitter.com/LJ4qtTp0g0,54,50,2,https://pbs.twimg.com/media/DLIYLZaWsAAAVBu.jpg,,
97,MayoClinic,914843663360036864,6:25 AM - 2 Oct 2017,Study shows physicians were 21% more likely to be reluctant to seek help for a #MentalHealth. http://mayocl.in/2yDDqTs  @MayoProceedings,35,34,0,,https://t.co/ghkJzEjDCf,
98,GabyNashITV,914654647289344001,5:53 PM - 1 Oct 2017,Listening to a stage 3 pancreatic cancer survivor talking about the different approach to his treatment by @MayoClinic #MayoJR17,16,4,0,,,
99,MayoClinic,914680092135231488,7:35 PM - 1 Oct 2017,Outer #EarPain from pressure is a symptom of Winkler disease. Mayo Clinic Connect members talk pain management. http://mayocl.in/2rVfPik pic.twitter.com/LeWIUruPwo,8,11,0,https://pbs.twimg.com/media/DLGYsdEWAAAiLy_.jpg,,
100,MayoClinic,914663732051156994,6:30 PM - 1 Oct 2017,The 9/30/17 #MayoClinicRadio podcast is now available. http://mayocl.in/2yxbznS pic.twitter.com/apDGI3MYJP,16,7,1,https://pbs.twimg.com/media/DLGJ0OrVAAE5D7s.jpg,,
101,MayoClinic,914643597198336000,5:10 PM - 1 Oct 2017,Caring for a loved one with #Alzheimer's? Mayo Clinic Connect members seek others dealing with #caregiver stress. http://mayocl.in/2rZjWFd pic.twitter.com/9Mr30aiBFC,24,18,0,https://pbs.twimg.com/media/DLF3gLvWsAAm738.jpg,,
102,MayoClinic,914590749634818053,1:40 PM - 1 Oct 2017,"Congrats to #MayoClinicFL’s Dr. Guojun Bu, recipient of @NIH National Advisory Council on #Aging’s MERIT Award for his #Alzheimers research.pic.twitter.com/QGJeHI7HkP",76,28,2,https://pbs.twimg.com/media/DLFHcHYVwAAc6zi.jpg,,
103,MayoClinic,914564577131728896,11:56 AM - 1 Oct 2017,"#PetAllergies, #HeadLice, caffeine and depression, and more in #ConsumerHealth. http://mayocl.in/2yxtw5Y pic.twitter.com/4zI7cc1ru4",14,9,0,https://pbs.twimg.com/media/DLEvopjXcAAPPwe.jpg,,
104,MayoClinic,914527836811202560,9:30 AM - 1 Oct 2017,"Remember to reward yourself for all that you are doing! For more quotes, download the Mayo Clinic app. http://mayocl.in/2pjQr4h pic.twitter.com/fXbh0VnSnG",92,47,0,https://pbs.twimg.com/media/DLEOOF1VoAAAoFC.jpg,,
105,MayoClinic,914498647441715200,7:34 AM - 1 Oct 2017,A well-stocked first-aid kit can help you respond effectively to common injuries and emergencies. http://mayocl.in/2yoM7Ru pic.twitter.com/VrD4XZumjN,87,59,2,https://pbs.twimg.com/media/DLDzrA-XoAAps-R.jpg,,
