,username,TwitterID,DateTime,likes,retweet,replies,text,media
17,WebMD,916762560552194048,1:30 PM - 7 Oct 2017,33,22,2,"If your thyroid doesn’t make enough of the hormones it’s supposed to, it can lead to Hashimoto's Disease. More: ",1
18,WebMD,916747461624025091,12:30 PM - 7 Oct 2017,27,16,1,True or false: Brisk walking counts as cardio exercise. ,1
19,WebMD,916732583815376897,11:30 AM - 7 Oct 2017,61,21,0,"Lean beef, light beer, and fiery spices make this slow-cooker chili a game-day favorite.pic.twitter.com/eNA0eX6Klv",2
20,WebMD,916724812416016384,11:00 AM - 7 Oct 2017,31,23,2,"More than 3 million adults and a half-million children take melatonin, but how safe is it? What you should know: ",1
21,WebMD,916709716268584962,10:00 AM - 7 Oct 2017,20,16,1,Want to know the secret to perfect hard-boiled eggs? Don't boil them! Try this method instead: ,1
22,WebMD,916694610436648961,9:00 AM - 7 Oct 2017,80,83,0,"When a heart attack strikes, it doesn’t always feel the same in women as it does in men. Know the warning signs: ",1
23,WebMD,916679518378741760,8:00 AM - 7 Oct 2017,55,39,1,Looking for something crunchy to get your potassium fix? Sunflower seeds have 241 milligrams per ounce. ,1
24,WebMD,916664414912368640,7:00 AM - 7 Oct 2017,46,43,4,The first signs of lupus can look a lot like rheumatoid arthritis or fibromyalgia. What you need to know: ,1
25,WebMD,916649315778682880,6:00 AM - 7 Oct 2017,17,12,0,Some aches and pains you may brush off when you’re younger could be a sign of bigger problems in middle age. ,1
26,WebMD,916634212941385728,5:00 AM - 7 Oct 2017,15,27,0,RECALL ALERT: Playtex recalls all Toddler Mealtime dishes and dish sets sold in the last 8 years. What to look for: ,1
27,WebMD,916619293781086208,4:00 AM - 7 Oct 2017,49,23,0,Get in the fall spirit and try one of these 7 pumpkin dishes! ,2
28,WebMD,916604016586616833,3:00 AM - 7 Oct 2017,95,63,3,"Kale is packed with vitamin K, which works with calcium and vitamin D to keep your bones strong and healthy. More: ",1
29,WebMD,916588918778327043,2:00 AM - 7 Oct 2017,112,49,3,What are you thankful for today?pic.twitter.com/HzgCUvlJJs,1
30,WebMD,916566266873294848,12:30 AM - 7 Oct 2017,63,41,4,As many as 4 out of every 10 people may have sleep paralysis. What to know about the common condition: ,1
31,WebMD,916548650737786880,11:20 PM - 6 Oct 2017,64,59,2,Fibromyalgia is a lifelong condition that affects about 5 million Americans. What you should know: ,1
32,WebMD,916536068559609856,10:30 PM - 6 Oct 2017,21,8,1,True or false: Telling a fib can make your nose warmer. ,1
33,WebMD,916520970650824704,9:30 PM - 6 Oct 2017,124,91,2,"Fruit has fiber and other nutrients you need. But it also has natural sugar, and some have more than others. ",1
34,WebMD,916505871349374976,8:30 PM - 6 Oct 2017,37,22,2,"If your feet are swollen, it can be hard to move around. What to know about health conditions that can cause it: ",1
35,WebMD,916490770529574912,7:30 PM - 6 Oct 2017,117,74,51,"Which blood type can be used by anyone: O negative, O positive, or A positive? ",1
36,WebMD,916475669537837058,6:30 PM - 6 Oct 2017,32,26,1,A closer peek at your face may show clues about your health -- if you know what to look for. ,1
37,WebMD,916460568265003008,5:30 PM - 6 Oct 2017,15,31,1,"CHECK YOUR FRIDGE: Over 38,000 lbs of ground turkey have been recalled after metal shavings were found. ",1
38,WebMD,916445518884229120,4:30 PM - 6 Oct 2017,38,20,2,The biggest effect on your personality? It comes from the things that happen to you. ,1
39,WebMD,916430369624387589,3:30 PM - 6 Oct 2017,39,37,8,Cigna announced it will no longer cover most OxyContin prescriptions starting in January. ,1
40,WebMD,916415426308997126,2:30 PM - 6 Oct 2017,94,75,1,"Too much salt is bad for blood pressure, but these tasty, natural substitutes can save the flavor -- and your heart! ",2
41,WebMD,916400170614480897,1:30 PM - 6 Oct 2017,44,45,0,This is the first fingerstick-free device approved to monitor blood sugar levels. ,1
42,WebMD,916388849005277184,12:45 PM - 6 Oct 2017,29,20,1,Sometimes it's hard to spot a bipolar mood change coming on -- signs to watch for include: ,1
43,WebMD,916379909370425344,12:09 PM - 6 Oct 2017,34,22,2,"After the massacre in Las Vegas, experts urge Americans to be prepared in the event of mass violence. ",1
44,WebMD,916370139360186368,11:30 AM - 6 Oct 2017,20,37,1,"A hepatitis A outbreak, which has hospitalized hundreds in San Diego and resulted in deaths, is spreading. ",1
45,WebMD,916353113027686400,10:23 AM - 6 Oct 2017,50,37,10,Trump Administration rolls back federal mandate that provides free birth control to more than 55 million women: ,1
46,WebMD,916332385834356736,9:00 AM - 6 Oct 2017,56,61,1,Experts at the World Health Organization say processed meat is linked to an increased risk of colorectal cancer. What you should know:pic.twitter.com/P7aWHvmZRY,2
47,WebMD,916320903524442113,8:15 AM - 6 Oct 2017,27,8,1,"Following her MS diagnosis, Jenai Henry is making changes to her diet to use food to help treat her condition. ",1
48,WebMD,916317126595633153,8:00 AM - 6 Oct 2017,19,15,0,The CDC reports even more Campylobacter infections from puppies sold at Petland pet stores. What you need to know:pic.twitter.com/50dlABjcnb,1
49,WebMD,916302027478708224,7:00 AM - 6 Oct 2017,31,34,1,PCOS is a hormonal disorder that affects millions of women. What you should know: ,1
50,WebMD,916286927820685312,6:00 AM - 6 Oct 2017,65,38,3,Here's how to help someone with a snakebite (and what not to do): ,1
51,WebMD,916256728538284038,4:00 AM - 6 Oct 2017,49,27,1,"If you're not getting enough good sleep, your body may soon show the signs. What to know: ",1
52,WebMD,916226530195451904,2:00 AM - 6 Oct 2017,79,77,3,"Babies should never sleep with a positioner, pillow, blanket, sheets, a comforter or a quilt, the FDA advised. ",1
53,WebMD,916211430273290243,1:00 AM - 6 Oct 2017,45,28,3,"Cramps can happen anywhere in your body at any time, even when you’re asleep. What to know about possible causes: ",1
54,WebMD,916158580910419969,9:30 PM - 5 Oct 2017,47,15,21,True or false: Your nails grow after you die. ,1
55,WebMD,916143482485575680,8:30 PM - 5 Oct 2017,120,72,7,Feeling snacky? Skip the chips and candy and go for popcorn instead.  Learn why it's a better option: ,1
56,WebMD,916128383708352512,7:30 PM - 5 Oct 2017,76,42,3,"Here's how often to clean everything in your home (yes, including your bra): ",1
57,WebMD,916113284897656832,6:30 PM - 5 Oct 2017,35,21,1,Sometimes migraines can last for days -- having a plan for when they hit can help. Start with these steps: ,1
58,WebMD,916098182827905025,5:30 PM - 5 Oct 2017,43,16,0,Does melatonin really work and is it safe? What you should know: ,1
59,WebMD,916083082238808067,4:30 PM - 5 Oct 2017,37,21,4,"If food gets caught in your tonsils, calcium can collect around it and form tonsil stones. More information: ",1
60,WebMD,916068098146521088,3:30 PM - 5 Oct 2017,105,69,1,Gut bacteria impact everything from your digestion to your emotions and how your brain processes information.  ,1
61,WebMD,916052887129772032,2:30 PM - 5 Oct 2017,66,72,3,Did you know some studies show sugar can be as damaging to your liver as alcohol? More about protecting your liver: ,1
62,WebMD,916037786918096897,1:30 PM - 5 Oct 2017,27,20,0,"One expert says this faster technique for identifying bacteria at the root of UTIs could be ""lifesaving.""  ",1
63,WebMD,916024065638436865,12:35 PM - 5 Oct 2017,59,25,6,Mother sent to jail for refusing to vaccinate son despite court order: ,1
64,WebMD,916010070944751617,11:39 AM - 5 Oct 2017,8,4,7,"1 in 5 U.S. women must travel more than 43 miles to access an abortion clinic, according to a new study. ",1
65,WebMD,915984939203596289,10:00 AM - 5 Oct 2017,232,121,4,"Women who have high blood pressure in their 40s may face a 73% higher risk for dementia, according to a new study. ",1
66,WebMD,915969847791628288,9:00 AM - 5 Oct 2017,33,15,1,"Following her MS diagnosis, Jenai Henry is making changes to her diet to use food to help treat her condition. ",1
67,WebMD,915955864653238274,8:04 AM - 5 Oct 2017,12,38,0,RECALL ALERT: Playtex recalls all Toddler Mealtime dishes and dish sets sold in the last 8 years. What to look for: ,1
68,WebMD,915939639822712832,7:00 AM - 5 Oct 2017,148,153,2,Depression can affect your body as well as your mind. Physical symptoms can include: ,1
69,WebMD,915924538621349888,6:00 AM - 5 Oct 2017,17,11,0,While localized pain and a rash are the tell-tale signs of shingles -- they aren't the only symptoms. What to know: ,1
70,WebMD,915894532813795328,4:00 AM - 5 Oct 2017,104,53,1,A strong core may help relieve back pain -- try these simple stability ball exercises: ,2
71,WebMD,915796194357600258,9:30 PM - 4 Oct 2017,48,36,0,Researchers think two things have to happen for you to have an autoimmune disorder. More information: ,1
72,WebMD,915781094385078273,8:30 PM - 4 Oct 2017,41,32,0,The strength of your hand may tell you something about the strength of your heart. Learn more: ,1
73,WebMD,915765993733070853,7:30 PM - 4 Oct 2017,97,35,7,True or false: Blood flows differently through an introvert’s brain than it does an extrovert’s brain. ,1
74,WebMD,915750898332311553,6:30 PM - 4 Oct 2017,52,42,0,Most things that make you very tired aren’t serious. But fatigue is one early sign of some cancers. What to know: ,1
75,WebMD,915735796770131968,5:30 PM - 4 Oct 2017,55,27,2,True or false: You should drink at least 8 glasses of water per day. ,1
76,drjohnwhyte,915317504595185669,1:47 PM - 3 Oct 2017,18,8,0,Thanks @WebMD magazine for letting me talk about appropriate antibiotic prescribing.pic.twitter.com/mGs7LfQhHT,1
77,WebMD,915720697007284224,4:30 PM - 4 Oct 2017,25,12,1,Cystitis can be a complication of a UTI -- it's sometimes treated by stretching the bladder to ease pain. ,1
78,WebMD,915705598792085505,3:30 PM - 4 Oct 2017,43,35,0,"Pain is the most common early sign of bone cancer, but it feels similar to things like growing pains and arthritis. ",1
79,WebMD,915690497561251840,2:30 PM - 4 Oct 2017,123,112,4,Anxiety disorders are the most common type of mental illness in the U.S. -- affecting 18% of adults. What to know: ,1
80,WebMD,915675396712157185,1:30 PM - 4 Oct 2017,49,29,1,Approximately 28 million Americans live with migraine. Get customized tips and options recommended just for you: ,1
81,WebMD,915660299251961856,12:30 PM - 4 Oct 2017,47,48,1,"Bulging eyes could be a sign of Graves' disease, a thyroid disorder. Other symptoms may include: ",1
82,WebMD,915645790747586561,11:32 AM - 4 Oct 2017,61,36,0,"If you have high triglycerides, what you eat matters. Learn more: ",1
83,WebMD,915622553347125249,10:00 AM - 4 Oct 2017,46,37,2,Low back pain can be intense and is one of the top causes of missed work. Common culprits include: ,1
84,WebMD,915607667598675968,9:00 AM - 4 Oct 2017,28,15,3,Need a blood sugar boost? 15g of simple carbs can help you out -- try one of these sweet snacks. ,2
85,WebMD,915599900708139008,8:30 AM - 4 Oct 2017,27,22,2,"Zinc helps your skin protect you from heat and cold, bacteria, and viruses. How to know if you're getting enough: ",1
86,WebMD,915562150495744000,6:00 AM - 4 Oct 2017,75,55,0,"When your mind starts to race, these 10 tips can help you relax and regain control. ",1
87,WebMD,915531953729884160,4:00 AM - 4 Oct 2017,66,46,1,Fatigue can be a sign of almost any health condition -- or too little sleep. Other signs of B12 deficiency include: ,1
88,WebMD,915501754783092737,2:00 AM - 4 Oct 2017,14,10,2,"If you swig mouthwash throughout the day, you may set yourself up for a sore mouth. Learn why: ",1
89,WebMD,915464004977532928,11:30 PM - 3 Oct 2017,28,23,0,Migraine symptoms are no fun for the person who has them -- or their caretakers. How to ease your loved one's pain: ,1
90,WebMD,915448905378222080,10:30 PM - 3 Oct 2017,138,100,1,Study: Just 1 hour of exercise per week can lower your risk of depression by 44%. ,1
91,WebMD,915433806978600960,9:30 PM - 3 Oct 2017,54,37,1,"Most bruises will heal on their own, but others can be a sign of something more serious. What you need to know: ",1
92,WebMD,915418707370872834,8:30 PM - 3 Oct 2017,109,58,1,Walking your dog counts as a weight-bearing exercise that strengthens your bones and the muscles around them. More: ,1
93,WebMD,915403608308535296,7:30 PM - 3 Oct 2017,41,34,1,Thinking about getting a tattoo? Here's what the FDA wants you to know first: ,1
94,WebMD,915388507526483968,6:30 PM - 3 Oct 2017,22,20,0,Lung cancer is the leading cause of cancer deaths in the U.S. Some of the biggest stars are part of that stat. More: ,1
95,WebMD,915373407881121792,5:30 PM - 3 Oct 2017,66,39,1,New research says advances in care have led to a 39% drop in breast cancer deaths over 16 years. ,1
96,WebMD,915358308487303168,4:30 PM - 3 Oct 2017,171,141,4,"Your diet won't cure depression, but some foods might give your body a little help in fighting it. ",1
97,WebMD,915343209450082304,3:30 PM - 3 Oct 2017,30,29,1,True or false: The signs of stroke depend on what part of the brain loses its blood supply. ,1
98,WebMD,915328109804650496,2:30 PM - 3 Oct 2017,40,21,8,"True or false: High LDL (""bad"") cholesterol can come from your family tree. ",1
99,WebMD,915313006287912965,1:30 PM - 3 Oct 2017,19,35,1,"CHECK YOUR FRIDGE: Over 38,000 lbs of ground turkey have been recalled after metal shavings were found. ",1
100,WebMD,915297911814197248,12:30 PM - 3 Oct 2017,15,5,1,How a heartbreaking diagnosis turned into a quest to climb a mountain (cc: @LivingBeyondBC): ,1
101,WebMD,915282810457468929,11:30 AM - 3 Oct 2017,52,58,12,Gun-related deaths are the 3rd leading cause of injury-related deaths in the U.S. ,1
102,WebMD,915275264959139841,11:00 AM - 3 Oct 2017,40,19,8,True or false: What you eat can affect the shape of your nails. ,1
103,WebMD,915260164235759616,10:00 AM - 3 Oct 2017,14,13,2,Could your kids put their screens away for a day? ,1
104,WebMD,915245062048624641,9:00 AM - 3 Oct 2017,11,18,0,Here's how you can help in the wake of the Las Vegas shooting: ,1
105,WebMD,915229966735958025,8:00 AM - 3 Oct 2017,79,72,3,Study: Adults who often skip breakfast more likely to have clogged heart arteries than those who enjoy big AM meal ,1
106,WebMD,915214867396734976,7:00 AM - 3 Oct 2017,29,11,1,Mehri Coulter’s husband Logan knows he can't change her bipolar disorder – but he can be there for her. ,1
107,WebMD,915199764500746242,6:00 AM - 3 Oct 2017,75,72,3,"The DASH Diet can help lower your blood pressure and cholesterol levels, which is good for your heart. ",1
108,Medscape,915003467894284288,5:00 PM - 2 Oct 2017,27,27,20,"Healthcare providers: We're looking for your response to this question. (In partnership with @StatNews, @WebMD) Please respond & share!pic.twitter.com/ZkMR4vlQ3O",1
109,WebMD,915169566246031360,4:00 AM - 3 Oct 2017,154,97,0,"A few minutes in the sunshine raises vitamin D levels, and that's good for your bones, your heart, and your mood!  ",1
110,WebMD,915071417544314880,9:30 PM - 2 Oct 2017,28,10,0,"Not a cold sore or fever blister, canker sores are sores that pop up on the inside of your lip or on your gums. ",1
111,WebMD,915056317676605440,8:30 PM - 2 Oct 2017,54,65,2,Psoriasis may triple your chances of having a heart attack and stroke. Here's why: ,1
112,WebMD,915041218358317056,7:30 PM - 2 Oct 2017,99,102,3,"Over time, uncontrolled high blood pressure increases the risk of heart disease, stroke, and kidney disease. More: ",1
113,WebMD,915026118637490180,6:30 PM - 2 Oct 2017,44,28,3,"When you have bursitis, even little things, like getting dressed or combing your hair, can really hurt. More info: ",1
114,WebMD,915011017909919744,5:30 PM - 2 Oct 2017,23,7,1,"When you're in breast cancer treatment, it's the little things you can do at home that can help you feel your best. ",1
115,WebMD,914995917950013440,4:30 PM - 2 Oct 2017,56,59,7,CDC: New cases of sexually transmitted diseases in the United States reached an all-time high in 2016. What to know: ,1
116,WebMD,914980821139935232,3:30 PM - 2 Oct 2017,19,15,2,Getting the right treatment promptly for a broken toenail can help your nail grow back normally. What to know: ,1
117,WebMD,914965721511350278,2:30 PM - 2 Oct 2017,10,10,2,"True or false: If you're double-jointed, you have extra joints. ",1
118,WebMD,914958171889967104,2:00 PM - 2 Oct 2017,72,59,0,The winners of the 2017 Nobel Prize in Physiology or Medicine uncovered the inner workings of our biological clocks: ,1
119,WebMD,914956662854832129,1:54 PM - 2 Oct 2017,31,8,2,Several media outlets suggest Tom Petty was rushed to the hospital in cardiac arrest. Story developing. ,1
120,WebMD,914920422747058176,11:30 AM - 2 Oct 2017,45,29,1,A new study recommends removing a larger area of healthy skin from around suspicious moles. What to know: ,1
121,WebMD,914897775334236160,10:00 AM - 2 Oct 2017,40,17,9,"How often does the average person pass gas: 3-4 times a day, 14 times a day, or 50 times a day? ",1
122,WebMD,914882928357896192,9:01 AM - 2 Oct 2017,68,47,1,"Not sure which fats to avoid? Check the label for words like ""hydrogenated"" or ""partially hydrogenated."" ",2
123,WebMD,914867575019982850,8:00 AM - 2 Oct 2017,35,23,2,"Lung cancer begins quietly, with few warning signs in the early stages. As it gets worse, you may notice: ",1
124,WebMD,914852475169067013,7:00 AM - 2 Oct 2017,46,22,14,Will you get the flu shot this year? ,1
125,WebMD,914837621314129920,6:01 AM - 2 Oct 2017,31,26,1,New hope is on the horizon for millions who suffer from migraine. @RobinRoberts reports. ,2
126,WebMD,914807426393788421,4:01 AM - 2 Oct 2017,69,33,2,Remember to have patience with yourself and your health goals. #MotivationMondaypic.twitter.com/erwDYigJDP,1
127,WebMD,914776980247187456,2:00 AM - 2 Oct 2017,130,84,2,"Don't focus on cutting foods like fruits that naturally have sugar -- instead, cut the ones with added sugar. ",1
128,WebMD,914724128850157568,10:30 PM - 1 Oct 2017,28,20,1,"Spinal stenosis happens over time and can affect your mobility, comfort, and how your bladder and bowel work. ",1
129,WebMD,914709030072979456,9:30 PM - 1 Oct 2017,22,9,4,Allergic reactions to tattoo dyes don't just happen right after you get the tattoo. ,1
130,WebMD,914693929894842368,8:30 PM - 1 Oct 2017,29,35,0,"Swollen lymph nodes usually mean they're fighting an infection, but some cancers can also cause it. What to know: ",1
131,WebMD,914678830584954880,7:30 PM - 1 Oct 2017,59,48,0,Obesity and the health issues it can cause boost your stroke risk. You can lower that by losing as few as 10 pounds. ,1
132,WebMD,914663730931228672,6:30 PM - 1 Oct 2017,79,54,1,There's no one action you can take to prevent pancreatic cancer - but you can start by avoiding these risk factors: ,1
133,WebMD,914648632829374466,5:30 PM - 1 Oct 2017,65,47,2,"""Grin and bear it"" may actually be useful advice -- research shows smiling can reduce your body's stress response. ",1
134,Medscape,914567987901927425,12:09 PM - 1 Oct 2017,100,76,3,New Study: #VitaminD & its link with #MultipleSclerosis on the #MorningReport with @ArefaMD ,2
135,WebMD,914633531212615680,4:30 PM - 1 Oct 2017,30,28,0,The main symptom of epilepsy is repeated seizures that happen without warning but they don't always involve shaking. ,1
136,WebMD,914610884307308545,3:00 PM - 1 Oct 2017,50,50,1,Smoking doesn't just ravage your lungs -- it also takes its toll on these surprising body parts: ,1
137,WebMD,914588231932530688,1:30 PM - 1 Oct 2017,170,118,2,These foods aren't just nutritious-- they may help your body fight inflammation. Learn more: ,1
138,WebMD,914573135193739264,12:30 PM - 1 Oct 2017,87,49,0,"High-protein diets can lead to ketosis, which makes losing weight easier but does come with minor side effects. ",1
139,WebMD,914558033610575874,11:30 AM - 1 Oct 2017,28,31,2,"Yes, the tapeworm diet is real. No, you shouldn't try it. Here's what you should know: ",1
140,WebMD,914535386092883969,10:00 AM - 1 Oct 2017,110,75,4,Grapefruit doesn't burn fat -- but eating it as a snack instead of chips or a candy bar can help you lose weight. ,1
141,WebMD,914505185535414276,8:00 AM - 1 Oct 2017,31,14,0,Are you making any of these metabolism mistakes? ,1
142,WebMD,914490088020692992,7:00 AM - 1 Oct 2017,11,4,4,Health-smart tailgating starts with two simple tips: ,1
143,WebMD,914474991789461505,6:00 AM - 1 Oct 2017,128,54,0,A strong core makes you less likely to fall and get injured -- pilates and yoga are a great way to start. ,1
144,WebMD,914422139767357440,2:30 AM - 1 Oct 2017,38,33,1,"Although there's no cure for lupus, there are treatments that can minimize the damage to your body. ",1
145,WebMD,914407042256920577,1:30 AM - 1 Oct 2017,47,30,1,"A nightcap may help you fall asleep, but as alcohol breaks down in your body it can lead to lower quality sleep. ",1
146,WebMD,914391942934536193,12:30 AM - 1 Oct 2017,40,24,1,"In the U.S., there are only two spiders whose venom is strong enough to really hurt you. What you should know: ",1
147,WebMD,914376841644924928,11:30 PM - 30 Sep 2017,38,18,1,"Although there’s no cure for eczema, you can take a lot of easy steps to help keep it in check. Learn more: ",1
148,WebMD,914361743450804224,10:30 PM - 30 Sep 2017,79,41,3,"Americans spend billions of dollars a year on protein supplements, but are the products safe? What you should know: ",1
149,WebMD,914346648247111680,9:30 PM - 30 Sep 2017,67,45,0,"Cold and flu symptoms can seem similar, but it’s important to know the difference. More information: ",1
150,WebMD,914331544134852609,8:30 PM - 30 Sep 2017,103,61,1,Certain health conditions can affect your personality and make you act in ways that are out of character. More info: ,1
151,WebMD,914316485752958977,7:30 PM - 30 Sep 2017,54,45,0,Long flights aren't the only thing that put you at risk for DVT. What you should know: ,1
152,WebMD,914301342902099969,6:30 PM - 30 Sep 2017,62,44,1,Fibromyalgia affects about 5 million Americans. What you should know about the lifelong condition: ,1
153,WebMD,914286247056744450,5:30 PM - 30 Sep 2017,172,81,3,"Pumpkin can be used for more than Halloween decor. It's a healthy and delicious fall food option, too.  ",1
154,WebMD,914271144311697408,4:30 PM - 30 Sep 2017,34,11,0,"As researchers test new treatments, those who've had PTSD share their stories of healing. #BeThere ",1
155,WebMD,914256045924667393,3:30 PM - 30 Sep 2017,37,19,1,"Instead of washing your hands before sitting down at a restaurant, scrub up after ordering. Learn why: ",1
156,WebMD,914240945612316672,2:30 PM - 30 Sep 2017,21,31,3,What to know about possible reactions from tattoos: ,1
157,WebMD,914225846298259456,1:30 PM - 30 Sep 2017,54,22,0,These simple strategies can make it easier to slim down and keep the weight off after 40: ,1
158,WebMD,914210745562419200,12:30 PM - 30 Sep 2017,45,33,2,A tell-tale sign of lupus is a butterfly-shaped rash across the cheeks and bridge of the nose. What to know: ,1
159,WebMD,914195647229829122,11:30 AM - 30 Sep 2017,153,68,2,Studies have shown that a diet rich in vitamin C may help calm you and put you in a better frame of mind. More info: ,1
160,WebMD,914174004830855170,10:04 AM - 30 Sep 2017,192,105,4,Thyroid hormones affect nearly every organ in the body -- it can even influence how quickly the heart beats. ,1
161,WebMD,914158064575578113,9:00 AM - 30 Sep 2017,108,48,3,"Did you know the smaller Brussels sprouts are, the sweeter the veggies will taste?pic.twitter.com/0hfrnhYP94",2
162,WebMD,914142798269632512,8:00 AM - 30 Sep 2017,54,37,0,There are 4 kinds of viruses that can cause gastroenteritis. What to know about each type: ,1
163,WebMD,914127701174255617,7:00 AM - 30 Sep 2017,55,40,0,"Mention heart disease, and most people picture a heart attack. But the term covers several conditions. What to know: ",1
164,WebMD,914112600044183552,6:00 AM - 30 Sep 2017,39,33,0,It's important to get help ASAP if you think you have sepsis. What to know about symptoms and treatment: ,1
165,WebMD,914097500876890112,5:00 AM - 30 Sep 2017,15,8,0,Looking for clues about your digestive health? The answer may be some place many would prefer not to look. ,1
166,WebMD,914067300109742080,3:00 AM - 30 Sep 2017,132,80,2,We all get anxious sometimes. Here are 12 ways that may help calm it naturally: ,1
167,WebMD,914052202368561154,2:00 AM - 30 Sep 2017,40,17,2,"Cold feet, misshapen nails, swelling, and numbness can all be warning signs of certain health conditions. More: ",1
168,WebMD,914037103683653632,1:00 AM - 30 Sep 2017,25,13,1,"Which of these causes wrinkles: weight gain, loss of proteins that firm skin, or weak facial muscles? ",1
169,WebMD,914022003086123011,12:00 AM - 30 Sep 2017,78,44,0,"Pneumonia starts when a virus, fungus, or bacterium get into one of your lungs. More information: ",1
170,WebMD,913999354993750016,10:30 PM - 29 Sep 2017,125,66,1,Drinking more water helps amp up metabolism - especially if the glass is icy cold. Learn why: ,1
171,WebMD,913984253989449729,9:30 PM - 29 Sep 2017,30,18,1,Extremely high triglyceride levels can make your skin break out around the knuckles of your fingers and toes. More: ,1
172,WebMD,913969405712896000,8:31 PM - 29 Sep 2017,78,14,1,A 3-oz. serving of Alaskan king crab has 6.5 mg of zinc. Add lemon & a little butter -- it's a feast fit for a king! ,1
173,WebMD,913954056384733185,7:30 PM - 29 Sep 2017,40,18,1,Sex isn’t just a mood boost. Learn more about the surprising health benefits: ,1
174,WebMD,913938958635212801,6:30 PM - 29 Sep 2017,138,67,11,"Lima beans are loaded with fiber, low in sugar and fat, and they have 485 milligrams of potassium in each half cup. ",1
175,WebMD,913923856536162304,5:30 PM - 29 Sep 2017,64,62,4,Some foods are downright dangerous for dogs -- and some of these common foods may surprise you. ,1
176,WebMD,913908757100449798,4:30 PM - 29 Sep 2017,29,25,1,"If you have migraine, treating even a mild headache with OTC meds could be a mistake. What you should know: ",1
177,WebMD,913893658142887936,3:30 PM - 29 Sep 2017,15,19,1,Swelling in your hands -- what your doctor may call edema -- can be short-lived or long-term. What you should know: ,1
178,WebMD,913879022228164611,2:31 PM - 29 Sep 2017,90,74,0,Most leftovers will stay good for about 4 days in the fridge -- just make sure you get them in there fast enough.pic.twitter.com/CrZ8n2aaiI,2
179,WebMD,913863457698713602,1:30 PM - 29 Sep 2017,22,7,0,Trouble with Downward Dog? These 2 tips can help get you into this staple yoga pose: ,1
180,WebMD,913848356174168065,12:30 PM - 29 Sep 2017,145,40,53,Will you get the flu vaccine this year? ,1
181,WebMD,913833260395974656,11:30 AM - 29 Sep 2017,39,23,4,Localized pain and rash are the tell-tale signs of shingles -- but other symptoms may present themselves as well: ,1
182,WebMD,913825714679533569,11:00 AM - 29 Sep 2017,30,20,0,"Problems with ovulation are the biggest causes of infertility, but some lifestyle choices can play a role too. More: ",1
183,WebMD,913811113439047680,10:02 AM - 29 Sep 2017,56,39,0,Trying to lower your cholesterol level? Avoid these 10 foods: ,1
184,WebMD,913795517527855105,9:00 AM - 29 Sep 2017,16,15,3,New research suggests there's no indication the trendy practice of eating placenta offers any health benefits. More: ,1
