,username,TwitterID,DateTime,likes,retweet,replies,text,media
33,ClevelandClinic,916395386708705280,1:11 PM - 6 Oct 2017,120,60,2,"Take care of your mouth, starting with these 4 tips! #WorldSmileDay",1
34,ClevelandClinic,916389849589981186,12:49 PM - 6 Oct 2017,63,49,0,Cleveland Clinic researchers find link between bacterial imbalances and #breastcancer.,1
35,ClevelandClinic,916380038370611200,12:10 PM - 6 Oct 2017,65,20,7,.@TobyCosgroveMD & incoming CEO Dr. Mihaljevic are armed against the flu! It's not too late to get vaccinated: ,1
36,ClevelandClinic,916376764959657984,11:57 AM - 6 Oct 2017,146,96,4,"The 3 kinds of naps, and how each helps you re-charge:",1
37,ClevelandClinic,916365211552030720,11:11 AM - 6 Oct 2017,142,67,3,Did you know helping others in times of crisis can actually help you feel better? Here's how: ,2
38,andreavecchio,916345829090316289,9:54 AM - 6 Oct 2017,13,3,1,Incredible episode of @DrivingCLE! Thank you @markhymanmd @ClevelandClinic for this game-changing approach to medicine & wellness!,1
39,ClevelandClinic,916347068762820608,9:59 AM - 6 Oct 2017,113,70,0,6 types of fermented foods (other than pickles) to build a healthy gut:,1
40,ClevelandClinic,916333981578051584,9:07 AM - 6 Oct 2017,17,15,1,Promising new #cancer treatments: @MikkaelSekeres talks hopes & challenges for patients & doctors: ,1
41,ClevelandClinic,916316870004719617,7:59 AM - 6 Oct 2017,80,30,3,Try this healthy meatloaf recipe this weekend!,1
42,ClevelandClinic,916279373807964161,5:30 AM - 6 Oct 2017,120,69,0,"4 seeds to boost your nutrition (and provide healthy fat, fiber and protein)",1
43,ClevelandClinic,916246657557184512,3:20 AM - 6 Oct 2017,270,317,7,Why you should avoid hand dryers in public bathrooms at all costs:,1
44,ClevelandClinic,916238856059420672,2:49 AM - 6 Oct 2017,279,139,9,Adult coloring can help relieve stress and relax the brain:,1
45,ClevelandClinic,916226776459730945,2:01 AM - 6 Oct 2017,54,36,1,Reduce your risk of falling with these tips:,1
46,ClevelandClinic,916176443607887872,10:41 PM - 5 Oct 2017,208,106,12,Expert tips on lowering your cholesterol:,1
47,ClevelandClinic,916167131535892480,10:04 PM - 5 Oct 2017,62,36,1,Why you crave these 4 foods and how to stop:,1
48,ClevelandClinic,916160085205880832,9:36 PM - 5 Oct 2017,68,38,0,See what 6 of our doctors and dietitians WILL NOT eat:,1
49,ClevelandClinic,916143728540241920,8:31 PM - 5 Oct 2017,85,57,2,Alcohol is metabolized differently than food.,1
50,ClevelandClinic,916136178033737734,8:01 PM - 5 Oct 2017,83,35,1,A clue about clogged arteries may be in your feet!,1
51,ClevelandClinic,916130642399707136,7:39 PM - 5 Oct 2017,42,19,2,Tips to enjoy an active sex life:,1
52,ClevelandClinic,916123600796733442,7:11 PM - 5 Oct 2017,153,88,3,You can freeze almost any food. These are the exceptions:,1
53,ClevelandClinic,916092139024605185,5:06 PM - 5 Oct 2017,36,14,0,Do your tastebuds actually change? See what an oral surgeon has to say:,1
54,ClevelandClinic,916081569743491073,4:24 PM - 5 Oct 2017,307,161,3,"Your  is a muscle. The more you work it, the stronger it becomes.",1
55,ClevelandClinic,916072007233613830,3:46 PM - 5 Oct 2017,87,64,2,Teens getting less exercise than 60 year olds? Find out more:,1
56,ClevelandClinic,916064707760607232,3:17 PM - 5 Oct 2017,37,27,1,Why you shouldn't treat the bathroom like a library:,1
57,ClevelandClinic,916054079931142144,2:34 PM - 5 Oct 2017,184,24,7,7yo Willow and our caregivers are ready to cheer on @Indians #postseason tonight! #RallyTogetherpic.twitter.com/aLsKZ88Ig0,1
58,ClevelandClinic,916032999275208704,1:11 PM - 5 Oct 2017,150,86,3,"Butter, Beef, and Bacon! See the latest developments:",1
59,ClevelandClinic,916015637989920770,12:02 PM - 5 Oct 2017,30,24,0,Here’s why a man’s height and weight may add up to more risk:,1
60,ClevelandClinic,915984430552027136,9:58 AM - 5 Oct 2017,47,25,1,"The SMILE procedure is similar to LASIK, with some distinct advantages.",1
61,ClevelandClinic,915952220688011267,7:50 AM - 5 Oct 2017,48,34,3,How to control your psoriasis:,1
62,ClevelandClinic,915917488977846272,5:32 AM - 5 Oct 2017,52,20,0,Conquer your anxiety and take control of your life!,1
63,ClevelandClinic,915884270392033280,3:20 AM - 5 Oct 2017,58,34,1,Six things you can do to avoid injury:,1
64,ClevelandClinic,915876467585642496,2:49 AM - 5 Oct 2017,40,24,1,Maple syrup vs. sugar. Which is better?,1
65,ClevelandClinic,915864387008811008,2:01 AM - 5 Oct 2017,143,60,5,This is the most effective technique for removing the most common kinds of skin cancer:,1
66,ClevelandClinic,915813804784607232,10:40 PM - 4 Oct 2017,87,33,2,What on earth is déjà vu? Click here to find out:,1
67,ClevelandClinic,915804997874483200,10:05 PM - 4 Oct 2017,156,107,3,Is there something wrong when your joints make noise?,1
68,ClevelandClinic,915795936810586112,9:29 PM - 4 Oct 2017,65,24,2,See which is better:,1
69,ClevelandClinic,915781341324521475,8:31 PM - 4 Oct 2017,183,112,2,See how laughter can affect your heart health!,1
70,ClevelandClinic,915773790713507846,8:01 PM - 4 Oct 2017,35,20,0,See what else could be causing your hair loss:,1
71,ClevelandClinic,915768256710959104,7:39 PM - 4 Oct 2017,26,13,0,5 tips to eat smart at the ballpark!,1
72,ClevelandClinic,915761208757690368,7:11 PM - 4 Oct 2017,80,67,0,5 signs of a deviated septum:,1
73,ClevelandClinic,915729752085774336,5:06 PM - 4 Oct 2017,131,86,0,How to prevent some of the most common eye problems:,1
74,ClevelandClinic,915719180577423360,4:24 PM - 4 Oct 2017,81,43,2,There's 1 type of milk you should always be drinking:,1
75,ClevelandClinic,915709618541649920,3:46 PM - 4 Oct 2017,100,45,2,Fun facts about passing gas!,1
76,ClevelandClinic,915695775862071296,2:51 PM - 4 Oct 2017,58,54,9,Raw egg isn't the only hazard in unbaked cookie dough! See what else is:,1
77,ClevelandClinic,915670863994920960,1:12 PM - 4 Oct 2017,52,23,0,Vary your routine for optimum results:,1
78,ClevelandClinic,915653750768979971,12:04 PM - 4 Oct 2017,75,33,0,Build a better taco with the right ingredients! #NationalTacoDay,1
79,ClevelandClinic,915622293019271169,9:59 AM - 4 Oct 2017,45,43,0,What you can do to reduce your risk:,1
80,ClevelandClinic,915592656448868352,8:01 AM - 4 Oct 2017,37,27,1,"Five reasons why you get stuffed up in 1 nostril, but not the other:",1
81,ClevelandClinic,915555100940103685,5:32 AM - 4 Oct 2017,68,64,0,Be aware of these 4 symptoms. #BreastCancerAwarenessMonth,1
82,ClevelandClinic,915522135111688197,3:21 AM - 4 Oct 2017,338,188,4,7 reasons you should adopt this super simple habit:,1
83,ClevelandClinic,915514079879430144,2:49 AM - 4 Oct 2017,100,54,0,Warm whole grains are a healthy way to start your day!,1
84,ClevelandClinic,915501999734616064,2:01 AM - 4 Oct 2017,111,75,2,Mental health affects your physical health.,1
85,ClevelandClinic,915443614456492032,10:09 PM - 3 Oct 2017,97,47,4,Craving sweet or salty foods? Here's why:,1
86,ClevelandClinic,915435561850093568,9:37 PM - 3 Oct 2017,219,98,6,4 natural tricks for falling asleep:,1
87,ClevelandClinic,915419708303712256,8:34 PM - 3 Oct 2017,132,64,1,Cinnamon pills for diabetes? See what studies have found:,1
88,ClevelandClinic,915411655944581121,8:02 PM - 3 Oct 2017,82,39,1,Find the pillow shape and filler that works best for you.,1
89,ClevelandClinic,915405867020939265,7:39 PM - 3 Oct 2017,26,14,1,Not enjoying sex? This could be why:,1
90,ClevelandClinic,915398315977588736,7:09 PM - 3 Oct 2017,73,53,1,Stomachaches? Focus on what is causing your symptoms:,1
91,ClevelandClinic,915367613710004224,5:07 PM - 3 Oct 2017,148,71,4,"""Anything that is gained quickly is not going to stay.""",1
92,ClevelandClinic,915356793643192320,4:24 PM - 3 Oct 2017,51,32,0,See why your ankles deserve more attention!,1
93,ClevelandClinic,915347230659399682,3:46 PM - 3 Oct 2017,196,112,1,Homemade popcorn can be one of the healthiest snacks around! Replace butter with any of these:,1
94,ClevelandClinic,915333388990537728,2:51 PM - 3 Oct 2017,91,66,1,SCA is fatal 95% of the time. #RIPTomPetty,1
95,ClevelandClinic,915321058588188672,2:02 PM - 3 Oct 2017,54,28,0,Is your child coughing or wheezing? Study shows it may not be #allergies:,1
96,ClevelandClinic,915308223275589632,1:11 PM - 3 Oct 2017,264,263,9,Diet soda is associated with weight gain:,1
97,ClevelandClinic,915290608603992070,12:01 PM - 3 Oct 2017,34,14,2,Benefits and risks of lung cancer screening:,1
98,ClevelandClinic,915260665786486784,10:02 AM - 3 Oct 2017,83,51,2,"The doctor will see you now – online, that is!",1
99,ClevelandClinic,915241056341344259,8:44 AM - 3 Oct 2017,97,77,0,"When children are exposed to violent images in the news, it’s important for parents to convey a message of safety. ",2
100,ClevelandClinic,915229709004361728,7:59 AM - 3 Oct 2017,211,107,3,There's a TON of weight loss advice out there. Here are some of our favorite tips!,1
101,ClevelandClinic,915192212165509120,5:30 AM - 3 Oct 2017,279,198,1,How stress impacts your immune system – and how to chill out:,1
102,ClevelandClinic,915159493247299586,3:20 AM - 3 Oct 2017,113,63,0,Six dietitians name their favorite sources of protein:,1
103,ClevelandClinic,915151691980460033,2:49 AM - 3 Oct 2017,95,45,0,Feel like you're always tired? Try this:,1
104,ClevelandClinic,915089028327907328,10:40 PM - 2 Oct 2017,36,11,0,How old is too old to have work done? A plastic surgeon explains:,1
105,ClevelandClinic,915071916435820545,9:32 PM - 2 Oct 2017,79,57,0,You can learn a lot about your health from your nails!,1
106,ClevelandClinic,915056313645723648,8:30 PM - 2 Oct 2017,64,45,1,7 signs of job burnout:,1
107,ClevelandClinic,915049267424763905,8:02 PM - 2 Oct 2017,91,60,2,Feel like you can't get rid of your cold? It could be this:,1
108,ClevelandClinic,915043481449529344,7:39 PM - 2 Oct 2017,210,107,9,"See which at-home remedies do, and don't work:",1
109,ClevelandClinic,915036183410987008,7:10 PM - 2 Oct 2017,106,47,2,Three types of topical treatments to try for arthritis pain:,1
110,ClevelandClinic,915004976015052801,5:06 PM - 2 Oct 2017,84,46,3,"Are these ""healthy ice cream"" options actually healthy?",1
111,ClevelandClinic,914994406473814017,4:24 PM - 2 Oct 2017,186,82,4,Strengthen your GUT health in these 9 ways:,1
112,ClevelandClinic,914984841522798592,3:46 PM - 2 Oct 2017,82,74,0,October is #BreastCancerAwarenessMonth,1
113,ClevelandClinic,914970751199059970,2:50 PM - 2 Oct 2017,143,100,3,"Talking to your kids about tragedies can be difficult, but it’s important. #VegasStrong",1
114,ClevelandClinic,914945834780971009,1:11 PM - 2 Oct 2017,73,75,2,1 in 3 strokes is caused by AFib. Here's why you should get screened:,1
115,ClevelandClinic,914937601383190529,12:38 PM - 2 Oct 2017,48,10,1,"At this time, we believe none of our caregivers from the @LouRuvoCenter in Las Vegas were at the concert.",1
116,ClevelandClinic,914937513898381312,12:37 PM - 2 Oct 2017,454,133,9,"Our hearts go out to the victims of the Las Vegas shooting. We're keeping their families & friends in our thoughts.
",1
117,ClevelandClinic,914928471872299008,12:02 PM - 2 Oct 2017,70,58,1,See why it's important:,1
118,ClevelandClinic,914897517036298240,9:59 AM - 2 Oct 2017,127,42,2,5 of the best LUNCH options to keep you feeling your best.,1
119,ClevelandClinic,914867318076911617,7:59 AM - 2 Oct 2017,77,40,8,What is your chiropractor actually doing?,1
120,ClevelandClinic,914829825205968899,5:30 AM - 2 Oct 2017,159,63,9,It's Monday! Why not give it a try?,1
121,ClevelandClinic,914797104391786496,3:20 AM - 2 Oct 2017,117,63,3,How to prevent the dizzy spell upon standing:,1
122,ClevelandClinic,914789304475496449,2:49 AM - 2 Oct 2017,43,21,0,This is why carbs cause bloating:,1
123,ClevelandClinic,914710283767005184,9:35 PM - 1 Oct 2017,139,95,7,Stye in your eyes? What you should (and shouldn't) do:,1
124,ClevelandClinic,914694176738021376,8:31 PM - 1 Oct 2017,65,48,1,Ever wondered why you crave junk food at night?,1
125,ClevelandClinic,914686628509007877,8:01 PM - 1 Oct 2017,19,20,0,Get the facts about the most common form of baldness.,1
126,ClevelandClinic,914681090836545536,7:39 PM - 1 Oct 2017,29,28,0,Botox has other uses that may surprise you!,1
127,ClevelandClinic,914673794018680832,7:10 PM - 1 Oct 2017,299,169,2,Don't let your negative thinking become a habit. Do this instead:,1
128,ClevelandClinic,914642586194841600,5:06 PM - 1 Oct 2017,247,133,4,6 veggies you shouldn't remove from your diet.,1
129,ClevelandClinic,914632016750104576,4:24 PM - 1 Oct 2017,116,73,0,Age affects these 7 common areas in your body. Here's how to fight back.,1
130,ClevelandClinic,914622455850897410,3:46 PM - 1 Oct 2017,445,280,12,Chocolate that's 70-85% cocoa offers the most nutritional benefit. Enjoy 1 oz. per day:,1
131,ClevelandClinic,914583446873182208,1:11 PM - 1 Oct 2017,97,61,2,Are you overdoing it with these supplements?,1
132,ClevelandClinic,914565831320756225,12:01 PM - 1 Oct 2017,188,127,1,Did you know these things about your brain?,1
133,ClevelandClinic,914535128289787906,9:59 AM - 1 Oct 2017,66,33,2,Not seeing results as quickly as you had hoped? This could be why:,1
134,ClevelandClinic,914504930026774528,7:59 AM - 1 Oct 2017,173,134,5,Vaccines aren't just for kids.,1
135,ClevelandClinic,914467433339002880,5:30 AM - 1 Oct 2017,98,58,5,"Bad breath is embarassing. Luckily, you can fight it!",1
136,ClevelandClinic,914434718069800961,3:20 AM - 1 Oct 2017,58,32,4,Are cage-free or organic eggs worth the money? @KristinKirkpat's answer:,1
137,ClevelandClinic,914426915666186240,2:49 AM - 1 Oct 2017,172,85,2,"Quick, healthy breakfast ideas for your busy life:",1
138,ClevelandClinic,914355446978191360,10:05 PM - 30 Sep 2017,102,63,2,What alcohol does while you sleep.,1
139,ClevelandClinic,914347894504919042,9:35 PM - 30 Sep 2017,36,21,2,Is a morning erection ever cause for concern? Find out:,1
140,ClevelandClinic,914331537281253376,8:30 PM - 30 Sep 2017,62,34,0,5 tips to limit your nighttime bathroom breaks:,1
141,ClevelandClinic,914326266047643648,8:09 PM - 30 Sep 2017,300,69,7,Premture baby defies odds to survive. See why Crosby's 2nd birthday was extra special this year: ,2
142,ClevelandClinic,914324239821524992,8:01 PM - 30 Sep 2017,111,62,1,You risk injury by sleeping in the same position all night. See which position is best:,1
143,ClevelandClinic,914318704338333696,7:39 PM - 30 Sep 2017,74,70,2,What are the risks?,1
144,ClevelandClinic,914311404525576192,7:10 PM - 30 Sep 2017,61,33,0,Are certain people more likely to get cellulite? 5 questions answered:,1
145,ClevelandClinic,914280199973457920,5:06 PM - 30 Sep 2017,119,77,1,See how stress impacts your weight:,1
146,ClevelandClinic,914269629639385088,4:24 PM - 30 Sep 2017,251,124,4,Achy knees? Reduce your joint pain with these foods:,1
147,ClevelandClinic,914260069176434688,3:46 PM - 30 Sep 2017,283,185,5,"7 steps to clean, healthy kidneys:",1
148,ClevelandClinic,914221059641085953,1:11 PM - 30 Sep 2017,62,30,1,Living with a picky eater? Try these tips:,1
149,ClevelandClinic,914203443182686208,12:01 PM - 30 Sep 2017,191,90,2,Swimming is a great way to stay fit at any age.,1
150,ClevelandClinic,914183837986430976,10:43 AM - 30 Sep 2017,124,45,3,It’s National Family Health & Fitness Day! @DrMikeRoizen says taking a walk is a good way to get the family moving. ,2
151,ClevelandClinic,914172742362177538,9:59 AM - 30 Sep 2017,181,112,2,Here's why you should read with your kids!,1
152,ClevelandClinic,914146317772890112,8:14 AM - 30 Sep 2017,108,47,3,Discover how our bodies make sweat and why some of us do it more than others.,1
153,ClevelandClinic,914105048057102336,5:30 AM - 30 Sep 2017,84,39,0,Three natural ways to ease constipation without medications:,1
154,ClevelandClinic,914072330657075200,3:20 AM - 30 Sep 2017,91,36,1,Avoid these 3 common traps when you make your smoothie:,1
155,ClevelandClinic,914064527775485952,2:49 AM - 30 Sep 2017,92,44,2,"Spots, specks or lines in your eyes? This might be the problem.",1
156,ClevelandClinic,914052449169739776,2:01 AM - 30 Sep 2017,110,62,2,Don't ditch these 7 foods that fell off the trendy list w/ @KristinKirkpat,1
157,ClevelandClinic,913993056751427585,10:05 PM - 29 Sep 2017,37,19,2,You're not alone. Here's what you can do.,1
158,ClevelandClinic,913985507125690368,9:35 PM - 29 Sep 2017,174,102,3,3 ways to control your high blood pressure (without medicine)!,1
159,ClevelandClinic,913976447181533184,8:59 PM - 29 Sep 2017,257,139,4,Sleep is an important factor of your overall health.,1
160,ClevelandClinic,913969400889217024,8:31 PM - 29 Sep 2017,64,39,0,Read this if you're a snorer (or if one keeps you awake).,1
161,ClevelandClinic,913961851146338306,8:01 PM - 29 Sep 2017,50,32,0,Could your hair dye be causing health issues? Watch for these red flags:,1
162,ClevelandClinic,913956316095201281,7:39 PM - 29 Sep 2017,158,107,0,These 7 foods are over 90% water:,1
163,ClevelandClinic,913949016169127936,7:10 PM - 29 Sep 2017,25,14,0,There are plenty of latex-free options available:,1
164,ClevelandClinic,913917812757946368,5:06 PM - 29 Sep 2017,152,110,11,4 common sources of protein that our dietitians believe will do more harm than good:,1
165,ClevelandClinic,913907241123811328,4:24 PM - 29 Sep 2017,188,139,8,"Acetaminophen or ibuprofen: which works better for aches & pain, fever, cramps and more.",1
166,ClevelandClinic,913897677531881472,3:46 PM - 29 Sep 2017,86,38,1,23 foods for firmer skin:,1
167,ClevelandClinic,913858672446521344,1:11 PM - 29 Sep 2017,43,20,0,"This new study should lay those fears to rest, once and for all!",1
168,ClevelandClinic,913841057544237059,12:01 PM - 29 Sep 2017,62,25,1,"Everything you love about #guacamole, with a Mediterranean twist.",1
169,TobyCosgroveMD,913452508286214144,10:17 AM - 28 Sep 2017,239,128,10,"Now it's time for bipartisan healthcare reform. I suggest focusing on 3 key areas: efficiency, drug costs & wellness",1
170,ClevelandClinic,913810101613453317,9:58 AM - 29 Sep 2017,631,461,23,The health benefits of coffee will amaze you! #NationalCoffeeDay,1
171,ClevelandClinic,913780154484142081,7:59 AM - 29 Sep 2017,78,38,0,"Itchy, red or dry eyes? Choose the best eyedrops:",1
172,ClevelandClinic,913742657951879170,5:30 AM - 29 Sep 2017,180,147,1,"Women having heart attacks may never get chest pain. Instead, they may develop these symptoms:",1
173,ClevelandClinic,913709943051583489,3:20 AM - 29 Sep 2017,122,60,5,Eating stripped carbohydrates for breakfast just doesn’t make sense. ,1
174,ClevelandClinic,913702141100879872,2:49 AM - 29 Sep 2017,86,49,2,Can you overdose on caffeine? Find out how much is too much:,1
175,ClevelandClinic,913623120539402240,9:35 PM - 28 Sep 2017,84,65,0,7 strange things #stress can do to your body.,1
176,ClevelandClinic,913614059857108992,8:59 PM - 28 Sep 2017,80,50,6,Nearly 30% of adults suffer from insomnia.,1
177,ClevelandClinic,913607014856638464,8:31 PM - 28 Sep 2017,64,55,1,Four medications that could be hurting your eyes:,1
178,ClevelandClinic,913599715886768128,8:02 PM - 28 Sep 2017,41,22,0,5 common causes and treatments for an itchy scalp:,1
179,ClevelandClinic,913593927826935808,7:39 PM - 28 Sep 2017,296,141,7,How sex helps your heart:,1
180,ClevelandClinic,913586377224327168,7:09 PM - 28 Sep 2017,95,38,0,Don’t wait until you have high blood pressure or gain 50 pounds to make a change.,1
181,ClevelandClinic,913555675036377088,5:07 PM - 28 Sep 2017,54,46,0,Every one of us can do something to lower our risk:,1
182,ClevelandClinic,913544852780011521,4:24 PM - 28 Sep 2017,57,32,3,What you need to know about vasculitis.,1
183,ClevelandClinic,913534789139025921,3:44 PM - 28 Sep 2017,112,88,5,This is why you should never put a cotton swab in your ear.,1
184,ClevelandClinic,913496283540807680,1:11 PM - 28 Sep 2017,38,25,0,One of the earliest steps toward recovery is managing the physical changes.,1
185,ClevelandClinic,913491251709792262,12:51 PM - 28 Sep 2017,66,17,3,A $10.6 million award from @PCORI will support effectiveness of treatment options for relapsing-remitting #MS,1
186,ClevelandClinic,913478919814225921,12:02 PM - 28 Sep 2017,38,21,2,Epilepsy surgery has improved thousands of lives. Weigh the risks and benefits:,1
187,ClevelandClinic,913451742401982465,10:14 AM - 28 Sep 2017,94,58,1,5 best ways to improve your #digestion as you age.,1
188,ClevelandClinic,913444194793832448,9:44 AM - 28 Sep 2017,195,104,8,"The Affordable Care Act needs effective fixes, not more 'repeal & replace' efforts. Read @TobyCosgroveMD's new op-ed",1
189,ClevelandClinic,913428369848639488,8:41 AM - 28 Sep 2017,183,55,7,"""He’s a fighter, I mean, that kid is just amazing. He wanted to live and he was not going to give up."" -Dr. Ricardo Rodriguez",1
190,ClevelandClinic,913417767956701184,7:59 AM - 28 Sep 2017,181,156,4,"Multitasking can have a negative impact on learning, mindfulness, and other important functions:",1
191,ClevelandClinic,913380276113481729,5:30 AM - 28 Sep 2017,121,40,2,"Easy, fresh, delicious, and healthy? Make this nutrient-packed recipe for any meal.",1
192,ClevelandClinic,913347553701384192,3:20 AM - 28 Sep 2017,101,57,0,Need another reason to hit the gym? Getting plenty of exercise may help preserve your vision!,1
193,ClevelandClinic,913244375257198592,8:30 PM - 27 Sep 2017,101,63,0,Our sleep experts share their favorite and least favorite remedies for insomnia:,1
194,ClevelandClinic,913236825241726976,8:00 PM - 27 Sep 2017,50,22,0,There are two different types of herpes:,1
195,ClevelandClinic,913231538267082752,7:39 PM - 27 Sep 2017,181,73,1,Slow metabolism? Get it back up to speed:,1
196,ClevelandClinic,913224241645891584,7:10 PM - 27 Sep 2017,126,82,4,"Scientists aren't certain why hair has color, but they do know why it goes gray!",1
197,ClevelandClinic,913193035499962368,5:06 PM - 27 Sep 2017,29,17,1,One of our pediatricians answers your #teething baby questions!,1
198,ClevelandClinic,913182465635713024,4:24 PM - 27 Sep 2017,180,124,2,Getting rid of clutter can improve your health. Here are some tips:,1
199,ClevelandClinic,913172903507693568,3:46 PM - 27 Sep 2017,100,62,1,Portion size is an important factor in any weight loss journey:,1
200,ClevelandClinic,913133897545904129,1:11 PM - 27 Sep 2017,35,35,2,Can tight underwear really lower your sperm count? Find out now: #MENtionIt,1
201,ClevelandClinic,913116033384361985,12:00 PM - 27 Sep 2017,113,81,0,Curb your between-meal hunger with one of these <200 calorie snacks:,1
202,ClevelandClinic,913085578090094593,9:59 AM - 27 Sep 2017,355,192,9,Chocolate milk provides the essential amino acids your body can’t make. #NationalChocolateMilkDay,1
203,CLE_State,912718475512221697,9:40 AM - 26 Sep 2017,56,17,0,"We're excited to extend our 46-year partnership w/ one of the best medical centers in the world, @ClevelandClinic!

",1
204,ClevelandClinic,913017885219594240,5:30 AM - 27 Sep 2017,185,159,1,"If you're avoiding added sugar, be sure to scan labels for these sneaky ingredients:",1
205,ClevelandClinic,912985166917914625,3:20 AM - 27 Sep 2017,124,84,4,These techniques have been shown to enhance wakefulness:,1
206,ClevelandClinic,912881986372538368,8:30 PM - 26 Sep 2017,38,22,1,Did you know temperature changes can cause hiccups? See what else:,1
207,ClevelandClinic,912874440849084417,8:00 PM - 26 Sep 2017,109,59,1,Waking up to muscle cramps? These tips may help prevent them:,1
208,ClevelandClinic,912869150594347008,7:39 PM - 26 Sep 2017,179,84,1,Here's what happens to your stomach when you lose weight:,1
209,ClevelandClinic,912861852509409280,7:10 PM - 26 Sep 2017,47,32,4,You can control these 7 things impacting your fertility. #MENtionIt,1
210,ClevelandClinic,912854818112204801,6:42 PM - 26 Sep 2017,20,16,0,"Drs. @Ryan_Berglund & Steven Nissen share basics men need to know about heart disease. #MENtionIt
Podcast  ",2
211,ClevelandClinic,912830647642845184,5:06 PM - 26 Sep 2017,87,54,2,"Your genes play a big role, but there are many factors to successful weight loss:",1
