,username,TwitterID,DateTime,likes,retweet,replies,text,media
32,MayoClinicHS,916003558524252161,11:14 AM - 5 Oct 2017,10,6,0,"Linda Bure's knee replacement gave her newfound energy. As her preschool students would say, ""It's like magic."" ",1
33,MayoClinic,916079304299118593,4:15 PM - 5 Oct 2017,41,10,1,Mayo Clinic announces a transatlantic partnership with the University of Oxford.  ,1
34,MayoClinic,916070661877043200,3:40 PM - 5 Oct 2017,75,66,2,"#MayoClinicMinute: Cause, remedies for #thumb #arthritis. ",2
35,MayoClinic,916062948682096641,3:10 PM - 5 Oct 2017,9,10,0,An algorithmic approach to clinical decision support has standardized phone-based nurse triage. ,1
36,MayoClinic,916050874006495233,2:22 PM - 5 Oct 2017,9,9,0,Learn about the financial toxicity of #cancer care on the #MayoClinicRadio podcast. ,1
37,MayoClinic,916045279920558080,1:59 PM - 5 Oct 2017,14,6,0,Making #MayosRecipes: #Shrimp can save your weeknight dinners! ,1
38,MayoClinic,916036530094841856,1:25 PM - 5 Oct 2017,22,13,0,#HomeRemedies: Learn tips on how to treat ‘stomach #flu. ,1
39,MayoClinic,916016393883074561,12:05 PM - 5 Oct 2017,9,3,0,New SE Minnesota Angel Fund breaks million-dollar mark. ,1
40,MayoClinic,916003810333593602,11:15 AM - 5 Oct 2017,70,20,2,Lego ICU built for dad is more than just child's play. ,1
41,MayoClinic,915947182368411648,7:30 AM - 5 Oct 2017,17,13,0,Did you know as many as 1 in 100 women live with a #BleedingDisorder? The most common is #vonWillebrand. Learn more.,1
42,MayoClinic,915909439999365120,5:00 AM - 5 Oct 2017,42,32,0,"“If we excel in anything, it is in our capacity for translating idealism into action.” — Charles H. Mayo, M.D. ",1
43,MayoClinic,915764137086586880,7:22 PM - 4 Oct 2017,9,11,0,‘Why do I need to see a medical #oncologist?’ ,1
44,MayoClinic,915760956336197633,7:10 PM - 4 Oct 2017,12,6,0,"On Tuesday, @RochesterCTC hosted the 13th annual Mayo Clinic Healthcare Career Fair. ",1
45,MayoClinic,915744596918984704,6:05 PM - 4 Oct 2017,29,38,0,Five signs of prescription drug abuse. ,1
46,MayoClinic,915735719217385473,5:29 PM - 4 Oct 2017,15,10,0,#MayoClinicMinute: 3 things to know about home #genetictesting. ,2
47,MayoClinic,915717673249583105,4:18 PM - 4 Oct 2017,7,4,0,The Mayo Clinic #Heart rhythm experience. ,1
48,MayoClinic,915699298523844610,3:05 PM - 4 Oct 2017,18,11,2,Mayo Clinic is once again recognizing the power of diversity at the 2017 Supplier Diversity Summit. ,1
49,MayoClinic,915675395759931392,1:30 PM - 4 Oct 2017,14,9,0,Dr. Curtis Hanson discusses the role of lab testing in pursuit of value-based care. ,1
50,GabyNashITV,915661162745868288,12:33 PM - 4 Oct 2017,10,4,1,"Fascinating talk @AdilHaiderMD on different surgical outcomes in USA between white, black & Hispanic #healthcare #mayoJR17",1
51,SharonTheimer,915650643787943936,11:51 AM - 4 Oct 2017,27,13,2,There are significant differences in #surgical outcomes in the US depending on your demographics: @BrighamWomens @AdilHaiderMD #MayoJR17pic.twitter.com/Jsxtugi55L,1
52,MayoClinic,915667855068286976,1:00 PM - 4 Oct 2017,34,31,1,Understanding your motion can help you correct your #running techniques and maximize your results. ,1
53,MayoClinic,915650991604846592,11:53 AM - 4 Oct 2017,14,12,1,Make 5X the impact during our $1 million matching challenge. Donate by 10/25 to fund #braincancer research! ,1
54,MayoClinic,915638150667624449,11:02 AM - 4 Oct 2017,7,1,0,"A MN-based company, Jostens, is displaying 33 super bowl rings at #MayoClinicMN this week. ",1
55,SharonTheimer,915633119709089797,10:42 AM - 4 Oct 2017,13,9,1,"Organ #transplant: Who gives, who gets, and how do we decide? @MayoClinic surgeon Dr Charles Rosen explains #MayoJR17pic.twitter.com/tvGLNt9xtC",1
56,MayoClinic,915628079283830784,10:22 AM - 4 Oct 2017,36,34,0,"#SCAD a condition that involves a tear in an artery, causes 40% of #HeartAttacks in women. ",1
57,MayoClinic,915621288110170118,9:55 AM - 4 Oct 2017,20,10,0,A young patient is given the rock star treatment in fight against #cancer. ,1
58,MayoClinic,915610467078426625,9:12 AM - 4 Oct 2017,5,3,0,"Mayo Transform 2017: What matters most to patients?
",1
59,MayoClinic,915602918950232064,8:42 AM - 4 Oct 2017,11,14,1,Risks and recommendations for #WeightGain management in midlife women. ,1
60,MayoClinic,915594862661169152,8:10 AM - 4 Oct 2017,10,5,1,Should you keep working until #labor? Learn more from Dr. Yvonne Butler Tobah. ,1
61,MayoClinicHS,915365859014651904,5:00 PM - 3 Oct 2017,26,19,1,Tips to help ease #anxiety: ,1
62,MayoClinic,915564668051173376,6:10 AM - 4 Oct 2017,59,24,0,"""Mayo Clinic is built on gratitude. Everything we have is a gift. Everything we give is a gift"" -Sister Generose. ",1
63,MayoClinic,915555357749063680,5:33 AM - 4 Oct 2017,29,15,0,"On the #MayoClinicRadio podcast, learn how the #measles virus is being used to treat #cancer: ",1
64,MayoClinic,915551828682641414,5:19 AM - 4 Oct 2017,15,11,0,Get the scoop on what’s next at your doctor’s office. #CIMCON17 experts talk precision approaches.,1
65,MayoClinic,915532026622693376,4:00 AM - 4 Oct 2017,98,64,2,"Strengthen your chest from your living room floor. For more #fitness tips, download the Mayo Clinic app. ",2
66,MayoClinic,915404883259469824,7:35 PM - 3 Oct 2017,26,24,1,Questions about handling #bullying at school? @DrBridgetBiggs replies in this #MayoClinicQandA. ,1
67,MayoClinic,915365855470456832,5:00 PM - 3 Oct 2017,34,19,0,"Learn the latest research on #gut health, DNA sequencing, rare diseases and more. Interview experts at #CIMCON17.",1
68,MayoClinic,915331712921554944,2:44 PM - 3 Oct 2017,21,20,0,#MayoClinicMinute: #Lymphedema risk is not just about surgery. ,2
69,parminderdeo,915285690191159296,11:41 AM - 3 Oct 2017,12,6,0,"Personalized Surgery: Putting Lifesaving Devices on the Fast Track w/ expert Gustavo Oderich, MD @MayoClinic #MayoJR17pic.twitter.com/8nJfUQLDvr",1
70,SharonTheimer,915266514818945024,10:25 AM - 3 Oct 2017,6,3,0,"Tech can play important role helping to meet demand for #surgery, prevent errors: @childrenshealth Dr Peter Kim #MayoJR17",1
71,SharonTheimer,915263546514132992,10:13 AM - 3 Oct 2017,7,3,1,Dr Peter Kim of @childrenshealth explains how artificial intelligence & other tech are transforming #surgery #MayoJR17pic.twitter.com/87fqudna3p,1
72,MayoClinic,915306773736837126,1:05 PM - 3 Oct 2017,28,25,0,#TuesdayTips: 6 ways to check your #running technique. ,1
73,MayoClinic,915280804078596097,11:22 AM - 3 Oct 2017,24,26,1,#InfectiousDiseases A-Z: #Sexuallytransmittedinfections in U.S. at a record high. ,1
74,MayoClinic,915248839275270144,9:15 AM - 3 Oct 2017,11,2,0,"In case you missed the program, the 9/30 #MayoClinicPodcast is now available. ",1
75,MayoClinic,915231216399511553,8:05 AM - 3 Oct 2017,17,12,0,Dr. Lauren Cornell talks about #BreastCancer awareness. ,1
76,MayoClinic,915219899219369984,7:20 AM - 3 Oct 2017,12,3,0,ECH #influenza vaccination program beginning soon – scheduling begins October 4 #MayoClinicMN. ,1
77,MayoClinic,915209823662346240,6:40 AM - 3 Oct 2017,68,62,1,Prolonged lack of sleep could raise your risk of many health issues including #Alzheimer’s disease. ,1
78,MayoClinic,915202723611586560,6:11 AM - 3 Oct 2017,38,31,0,"Mayo Clinic, @UniofOxford & Oxford U. Hospitals NHS Trust to collaborate to improve health care, research, education",1
79,MayoClinic,915184660849799169,5:00 AM - 3 Oct 2017,27,19,1,Mayo Clinic physicians are using #genetic testing for #PrecisionMedicine #cancer care.,1
80,SharonTheimer,914948652904456197,1:22 PM - 2 Oct 2017,17,7,1,@MayoClinic #breastcancer surgeon @DrJudyBoughey explains value of testing tissue for clean margins while pts still in OR #MayoJR17pic.twitter.com/OJLnRsAJ3y,1
81,HCA_News,914943863575457794,1:03 PM - 2 Oct 2017,13,7,1,What must hospital executives consider when it comes to innovation? @claychristensen has a few ideas. ,1
82,MayoClinic,915009762244415488,5:25 PM - 2 Oct 2017,25,12,0,"To rein in media use, bring your family together to create a plan everyone can agree on. ",1
83,MayoClinic,914990881563987968,4:10 PM - 2 Oct 2017,27,14,2,"Does a potential #dementia test come down to whether you can smell a piece of gum?
 ",1
84,MayoClinic,914982471401443328,3:36 PM - 2 Oct 2017,141,87,3,#MayoClinicMinute: ‘HALT’ before you grab a #snack.pic.twitter.com/994taC6jAi,2
85,SharonTheimer,914930495150010368,12:10 PM - 2 Oct 2017,11,3,0,Getting up & moving a key step for patients to take to help avoid complications after #surgery: @MayoClinic Dr Robert Cima #MayoJR17pic.twitter.com/uQWcKiMTgc,1
86,MayoClinic,914949622329696256,1:26 PM - 2 Oct 2017,10,8,1,Do you have #TrigeminalNeuralgia? Meet people like you on Mayo Clinic Connect. Discover your TN support network. ,1
87,SharonTheimer,914906188990631937,10:33 AM - 2 Oct 2017,13,3,0,"Simulation-based training w/ repetitions, frequent feedback key to surgical education: @Mayoclinic Dr David Farley  #MayoJR17pic.twitter.com/9PtLBiGT7W",1
88,ossolalex,914895186953633792,9:49 AM - 2 Oct 2017,33,26,2,Anesthesiologist David Warner: More than one anesthetic before age 3 doubles risk of learning disability or ADHD #MayoJR17 @MayoClinic,1
89,katherineefoley,914887833671913474,9:20 AM - 2 Oct 2017,9,4,0,"Got to feel the strength of the magnet in an MRI 60,000x stronger than Earths magnetic field with steel attached to a tether #MayoJR17",1
90,GabyNashITV,914889188675334144,9:25 AM - 2 Oct 2017,4,2,0,Checking out some of the latest imaging techniques @MayoClinic #MayoJR17pic.twitter.com/FL2nC6aUGX,1
91,SharonTheimer,914888786458406913,9:24 AM - 2 Oct 2017,12,8,1,"#Surgery often 1st time #opioids land in med cabinet - many ppl take even after surgical pain ends, @MayoClinic Dr David Warner #MayoJR17pic.twitter.com/LEdaKxfMTW",1
92,MayoClinic,914899030639079430,10:05 AM - 2 Oct 2017,16,9,0,#WeightGain in midsection can creep up in midlife menopausal women & @WHMayoClinic researchers have recommendations.,1
93,SharonTheimer,914850990037389313,6:54 AM - 2 Oct 2017,6,4,0,@MayoClinic fetal surgeon Dr. Ruano & interventional radiologist Dr Callstrom discuss #surgery from before birth to late life #MayoJR17pic.twitter.com/F42wZZJ83h,1
94,MayoClinic,914861285053009920,7:35 AM - 2 Oct 2017,381,144,2,pic.twitter.com/gH1U0fdDIV,1
95,MayoClinic,914853905502220289,7:05 AM - 2 Oct 2017,26,37,0,"10 simple strategies for managing cancer-related stress. For more healthy living tips, download the Mayo Clinic app. ",2
96,MayoClinicKids,914820261135994880,4:52 AM - 2 Oct 2017,54,50,2,October is National Down Syndrome Awareness Month. What exactly is Down Syndrome? ,1
97,MayoClinic,914843663360036864,6:25 AM - 2 Oct 2017,35,34,0,Study shows physicians were 21% more likely to be reluctant to seek help for a #MentalHealth. ,1
98,GabyNashITV,914654647289344001,5:53 PM - 1 Oct 2017,16,4,0,Listening to a stage 3 pancreatic cancer survivor talking about the different approach to his treatment by @MayoClinic #MayoJR17,1
99,MayoClinic,914680092135231488,7:35 PM - 1 Oct 2017,8,11,0,Outer #EarPain from pressure is a symptom of Winkler disease. Mayo Clinic Connect members talk pain management. ,1
100,MayoClinic,914663732051156994,6:30 PM - 1 Oct 2017,16,7,1,The 9/30/17 #MayoClinicRadio podcast is now available. ,1
101,MayoClinic,914643597198336000,5:10 PM - 1 Oct 2017,24,18,0,Caring for a loved one with #Alzheimer's? Mayo Clinic Connect members seek others dealing with #caregiver stress. ,1
102,MayoClinic,914590749634818053,1:40 PM - 1 Oct 2017,76,28,2,"Congrats to #MayoClinicFL’s Dr. Guojun Bu, recipient of @NIH National Advisory Council on #Aging’s MERIT Award for his #Alzheimers research.pic.twitter.com/QGJeHI7HkP",1
103,MayoClinic,914564577131728896,11:56 AM - 1 Oct 2017,14,9,0,"#PetAllergies, #HeadLice, caffeine and depression, and more in #ConsumerHealth. ",1
104,MayoClinic,914527836811202560,9:30 AM - 1 Oct 2017,92,47,0,"Remember to reward yourself for all that you are doing! For more quotes, download the Mayo Clinic app. ",1
105,MayoClinic,914498647441715200,7:34 AM - 1 Oct 2017,87,59,2,A well-stocked first-aid kit can help you respond effectively to common injuries and emergencies. ,1
106,MayoClinic,914478767015448576,6:15 AM - 1 Oct 2017,94,72,1,Getting older is inevitable but doesn't mean becoming less active. Add these activities to your #fitness routine. ,1
107,MayoClinic,914328269817827328,8:17 PM - 30 Sep 2017,77,76,0,"September is National #SickleCellAwarenessMonth, which makes it a good time learn more about the facts and signs. ",1
108,MayoClinic,914322984898359297,7:56 PM - 30 Sep 2017,61,36,0,#PolycysticOvarySyndrome (PCOS) is common in women of reproductive age. Find support on Mayo Clinic Connect. ,1
109,MayoClinic,914284985565229058,5:25 PM - 30 Sep 2017,11,8,0,"Need tips for dealing with #EmptyNestSyndrome? Learn more from Dr. Jessica Sosso, family medicine. ",1
110,MayoClinic,914267871580012544,4:17 PM - 30 Sep 2017,71,36,1,3-D anatomical models help surgeons plan for complex procedures. ,1
111,MayoClinic,914252272925839360,3:15 PM - 30 Sep 2017,34,32,2,Questions about testing children for #CysticFibrosis? @DrJulieBaughn replies in this #MayoClinicQandA. ,1
112,MayoClinic,914229115947028480,1:43 PM - 30 Sep 2017,195,48,5,Care team goes above and beyond for #cancer patient determined to see her daughter get married. ,1
113,MayoClinic,914206631046545408,12:13 PM - 30 Sep 2017,72,75,2,#FolicAcid during pregnancy may prevent #ChildhoodObesity. Dr. Alva Roche Green explains in this #MayoClinicMinute. ,2
114,MayoClinic,914195641269616641,11:30 AM - 30 Sep 2017,30,17,3,Find out what a stool test can tell you about your health. ,1
115,MayoClinic,914165952660611072,9:32 AM - 30 Sep 2017,31,14,7,"Something to Think About: @AmitSoodMD on dealing with #hatred, envy, revenge and #anger. ",1
116,MayoClinic,914138265174896640,7:42 AM - 30 Sep 2017,27,25,0,Does your child have asthma?Join us for an #AsktheMayoMom Facebook Live Q&A on October 5 at 11 a.m. ,1
117,MayoClinic,914120151590678528,6:30 AM - 30 Sep 2017,10,4,0,Want to catch #MayoClinicRadio this weekend? Find an affiliate in your area: ,1
118,MayoClinic,914101276199276544,5:15 AM - 30 Sep 2017,25,15,1,Can yoga help me lose weight? ,1
119,MayoClinic,914086108497096704,4:14 AM - 30 Sep 2017,115,71,1,#MayoClinicMinute: A hand surgeon’s advice about #knuckle cracking. ,2
120,MayoClinic,913962101860917250,8:02 PM - 29 Sep 2017,8,6,1,AGA provides guidance on managing GI side effects of #opioids. ,1
121,MayoClinic,913952791701463042,7:25 PM - 29 Sep 2017,16,5,0,What might the Rochester Epidemiology Project's Data Exploration Portal do for #publichealth? ,1
122,MayoClinic,913934680008876032,6:13 PM - 29 Sep 2017,59,54,5,How much water should you drink each day? ,1
123,MayoClinic,913924357969334272,5:32 PM - 29 Sep 2017,21,12,1,Jury duty turns into a life-saving opportunity for Mayo Clinic Resident. ,1
124,MayoClinic,913903720760520704,4:10 PM - 29 Sep 2017,39,27,1,There's no cure for #Alzheimer's but scientists are learning about new preventions. ,1
125,MayoClinic,913890265395597313,3:16 PM - 29 Sep 2017,66,56,2,"Is there a link between #sleep and #Alzheimers? Hear from @RonPetersenMD, neurologist, in this #MayoClinicMinute. ",2
126,MayoClinic,913882334985932802,2:45 PM - 29 Sep 2017,125,100,4,Early treatment for #Alzheimers now focuses on reducing the effect of the disease before it starts. Learn more: ,1
127,MayoClinic,913861448639614977,1:22 PM - 29 Sep 2017,76,62,0,Preventing #heartdisease begins with small steps. Share these quick steps for maintaining a healthy heart today. ,1
128,MayoClinic,913857163461890048,1:05 PM - 29 Sep 2017,13,6,1,Study shows #cancer patients w/ pre-existing psychiatric dx had 208% higher follow-up ED costs. ,1
129,MayoClinic,913834515856023552,11:35 AM - 29 Sep 2017,100,25,2,"Mayo Clinic donates $250,000 to help disaster victims in Puerto Rico, Mexico ",1
130,MayoClinic,913825711273791488,11:00 AM - 29 Sep 2017,9,5,0,A lab tech credits her co-worker with saving her life after she began choking. ,1
131,MayoClinic,913809352498323457,9:55 AM - 29 Sep 2017,22,14,0,Test #anxiety can interfere with your performance. Here's what you can do. ,1
132,MayoClinic,913797272089088000,9:07 AM - 29 Sep 2017,7,3,0,"Hockey #concussion summit underway in #RochMN w/ physicians, athletic trainers, coaches, & others. ",1
133,MayoInnovation,913519945736179713,2:45 PM - 28 Sep 2017,4,5,0,Is #healthcare terminally broken? Will you weigh in?  Live debate at Transform 2017. ,1
134,MayoInnovation,913750230084018176,6:00 AM - 29 Sep 2017,6,3,0,"Are people the center of your #healthcare ecosystem? Why it matters, live now: ",1
135,EBHabermann,913775621968363521,7:41 AM - 29 Sep 2017,15,6,0,Looking forward to participating+hopefully sharing our work @mayoclinic to optimize post-operative opioid prescribing!  #OpioidAwareChat,1
136,MayoClinic,913760033497927680,6:39 AM - 29 Sep 2017,16,6,0,"For the latest health and wellness news, join co-hosts @DrTomShives & @TracyMcCray this weekend on #MayoClinicRadio ",1
137,MayoClinic,913750513644179456,6:01 AM - 29 Sep 2017,56,27,1,"You can create a comforting pot of soup anytime. For more #healthyrecipes, download the Mayo Clinic app. ",2
138,MayoClinic,913603322216697856,8:16 PM - 28 Sep 2017,203,113,5,"Walk with resistance to build stronger hips and protect your knees. For #fitness tips, download the Mayo Clinic app. ",2
139,MayoClinic,913593058415071237,7:35 PM - 28 Sep 2017,28,14,3,There are treatments to prevent or stop #HairLossInWomen. Dr. Lisa Drage explains in #WomensWellness. ,1
140,MayoClinic,913560206587637761,5:25 PM - 28 Sep 2017,145,51,1,"Mayo Clinic announces a $250,000 donation to @Americares in aid to #HurricaneMaria and #MexicoEarthquake victims.",1
141,MayoClinic,913523719133417474,3:00 PM - 28 Sep 2017,17,7,0,#MayoClinicAZ #nurses accepted #HealthyNurse Healthy Nation Grand Challenge and created this video to inspire all!,1
142,MayoClinic,913505104833257472,1:46 PM - 28 Sep 2017,35,22,0,How to make #HomemadeSoup without a recipe - get tips in Making #MayoClinicRecipes. ,1
143,mayocliniclabs,912693417444085760,8:00 AM - 26 Sep 2017,5,6,1,"View this week’s PathWays case study, and make your diagnosis. #pathology #mayopath ",1
144,MayoClinic,913489327149207554,12:43 PM - 28 Sep 2017,98,73,10,"Why #WholeGrains for healthier eating? Hear from Angie Murad, dietitian, in this #MayoClinicMinute. ",2
145,MayoClinic,913450232230400000,10:08 AM - 28 Sep 2017,11,9,0,Chat with other women dealing with female urethral stricture (& help us script a video) on Mayo Clinic Connect!,1
146,MayoClinic,913436142246268928,9:12 AM - 28 Sep 2017,55,45,1,"Researchers investigate how #cancer uses metabolism for fuel, and how we can shut off that supply. ",1
147,VincentRK,913142340906299392,1:44 PM - 27 Sep 2017,5,2,1,Dr. James Weinstein @DartmouthHitch speaking on healthcare costs at #Transform17 @MayoClinicpic.twitter.com/7xQYKIlXqb,1
148,MayoClinic,913411234606850048,7:33 AM - 28 Sep 2017,57,44,0,10 tips for preventing and managing #HighBloodPressure - in #HomeRemedies. ,1
149,MayoClinic,913402423359754241,6:58 AM - 28 Sep 2017,16,16,0,"Learn about diagnosis, treatment and prevention of #gynecologiccancers on the #MayoClinicRadio podcast. ",1
150,MayoClinic,913379014798082048,5:25 AM - 28 Sep 2017,26,17,1,Support and hope for families facing #cancer. ,1
151,MayoClinic,913236824306438144,8:00 PM - 27 Sep 2017,5,4,0,Why people #faint at the theater. ,1
152,MayoClinic,913226763471376384,7:20 PM - 27 Sep 2017,15,27,0,Concerns about highly contagious #HepatitisA outbreaks - hear from @DrStaceyRizza in #InfectiousDiseases A-Z. ,1
153,MayoClinic,913207884393172993,6:05 PM - 27 Sep 2017,64,50,0,New research could help people who lose weight keep it off because a key hunger hormone gets triggered. ,1
154,MayoClinic,913205764285661190,5:56 PM - 27 Sep 2017,16,6,2,"Do you protect your #hearing while #hunting? Learn more from Dr. Thomas Lowry, otolaryngologist. ",1
155,MayoClinic,913195559875436544,5:16 PM - 27 Sep 2017,139,98,7,Physical activity is key to healthy #aging. ,1
156,MayoClinic,913178942017871873,4:10 PM - 27 Sep 2017,15,12,1,Emergency physicians prescribe #opioids at lower rates than other doctors. ,1
157,MayoClinic,913172915956457472,3:46 PM - 27 Sep 2017,40,38,1,Are your shoes hurting your feet? Hear from Dr. Glenn Shi in this #MayoClinicMinute. ,2
158,MayoClinic,913158808746196992,2:50 PM - 27 Sep 2017,78,62,3,Learn more about the health risks due to inadequate #sleep. ,1
159,MayoClinic,913143717917323265,1:50 PM - 27 Sep 2017,33,10,0,Treating more than the disease: Giving kids with #cancer #BrighterTomorrows. ,1
160,MayoInnovation,913131138402734082,1:00 PM - 27 Sep 2017,15,7,0,"Welcome Andy Slavitt @ASlavitt and expert panel to Transform 2017, addressing pivotal issues in #healthcare #TXFM ",1
161,MayoClinic,913121695636090880,12:22 PM - 27 Sep 2017,27,25,1,"New hope for #OvarianCancer - hear from Cindy Weiss, a cancer survivor, and Dr. Andrea Wahner Hendrickson. ",2
162,MayoClinic,913107227308937216,11:25 AM - 27 Sep 2017,41,26,0,5 'magic' ingredients for healthy aging. ,1
163,MayoClinic,913077277440856065,9:26 AM - 27 Sep 2017,45,32,4,80% of the population will have low back pain in their lifetime. Read more on causes and treatment options. ,1
164,MayoClinic,913071646386397189,9:03 AM - 27 Sep 2017,81,58,0,"A whole-food diet rich in fruits, vegetables is powerful medicine. Download Mayo Clinic app for #healthyliving tips. ",2
165,MayoClinic,913054884563472385,7:57 AM - 27 Sep 2017,13,8,0,Do #DetoxDiets really work? Hear more from dietician Kate Zeratsky on the #MayoClinicRadio podcast. ,1
166,MayoInnovation,913040537074233345,7:00 AM - 27 Sep 2017,28,15,0,Transform 2017: Your journey to #healthcare #innovation starts now #TXFM ,1
167,MayoClinic,913028454903353344,6:12 AM - 27 Sep 2017,21,8,1,What can be done for sunspots? Dr. Rachel Miest replies in this #MayoClinicQandA. ,1
168,MayoClinic,912995313702637568,4:00 AM - 27 Sep 2017,55,27,1,"Learn a safer way to crunch! For more fitness tips, download the Mayo Clinic app. ",2
169,MayoClinic,912869576228130817,7:40 PM - 26 Sep 2017,122,80,5,"Symptoms, solutions for #CarpalTunnelSyndrome - hear from Dr. Sanj Kakar in this #MayoClinicMinute. ",2
170,MayoClinic,912849753817436160,6:21 PM - 26 Sep 2017,50,32,2,Tips for taming #cancer stress - in #TuesdayTips. ,1
171,MayoClinic,912836295940038656,5:28 PM - 26 Sep 2017,23,13,1,What men need to know about #fertility and planning a family - hear from Dr. Landon Trost in this #MayoClinicMinute. ,2
172,MayoClinic,912812283306311681,3:53 PM - 26 Sep 2017,44,35,1,#Alzheimers disease may be treatable in our lifetime. Here’s how you can help: ,1
